Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Option 5,Answer
산업안전지도사,2014,1,산업안전보건법령,1,"산업안전보건법령상 유해·위험한 작업의 도급에 대한 다음 내용에 관한 설명으로 옳지 않은 것은?\nA사는 정밀기계제조업을 영위하는 업체이다. B사는 A사의 공장 내에서 A사의 작업설비를 사용하여 업무를 수행하는 하도급업체이다. B사는 A사와 동일한 정밀기계제조업을 하고 있으며, 공정의 마무리 단계에서 정밀기계의 부식방지를 위한 도금작업이 포함되어 있다. B사는 도금업을 전문적으로 해 온 C사에게 도금작업 부분만을 하도급하고자 한다.",,"도금작업은 안전·보건상 유해하거나 위험한 작업에 해당하므로, 이를 분리하여 하도급을 주는 경우에는 인가를 받아야 한다.",B사는 C사에 대한 도급인가를 받기 위하여 관할 지방고용노동관서의 장에게 도급인가 신청서를 제출하여야 한다.,B사는 도급인가 신청서를 제출할 때 도금작업을 포함한 전체 작업의 공정도와 도급계획서를 첨부하여야 한다.,지방고용노동관서의 장은 도급인가 신청서가 접수된 날부터 10일 이내에 신청서를 반려하거나 인가증을 신청자에게 발급하여야 한다.,지방고용노동관서의 장은 도급인가를 신청한 사업장이 유해하거나 위험한 작업의 도급 시 지켜야 할 안전·보건조치의 기준을 지키고 있는지 확인할 필요가 있는 경우에는 한국산업안전보건공단으로 하여금 기술적 사항을 확인하게 할 수 있다.,3
산업안전지도사,2014,1,산업안전보건법령,2,산업안전보건법령상 도급사업 시의 안전보건조치에 관한 설명으로 옳지 않은 것은?,,제조업의 사업주가 사업의 일부를 도급한 경우 도급인인 사업주는 1주일에 1회 이상 작업장을 순회점검하여야 한다.,"건설업의 사업주가 안전·보건에 관한 협의체를 구성한 경우 그 협의체에 근로자위원으로서 도급 또는 하도급 사업을 포함한 전체 사업의 근로자대표, 명예산업안전감독관 및 근로자대표가 지명하는 해당 사업장의 근로자를 포함한 산업안전보건위원회를 구성할 수 있다.",안전·보건에 관한 협의체는 도급인인 사업주 및 그의 수급인인 사업주 전원으로 구성하여야 한다.,안전·보건에 관한 협의체는 매월 1회 이상 정기적으로 회의를 개최하고 그 결과를 기록·보존하여야 한다.,도급인인 사업주는 수급인인 사업주가 실시하는 근로자의 해당 안전·보건교육에 필요한 장소 및 자료의 제공 등 필요한 조치를 하여야 한다.,1
산업안전지도사,2014,1,산업안전보건법령,3,"산업안전보건법령상 사업주가 근로자에 대하여 실시하는 안전·보건교육의 교육대상, 교육과정 및 교육시간의 조합으로 옳은 것은?",,일용근로자를 제외한 근로자에 대한 작업내용변경 시의 교육 - 2시간 이상,밀폐공간에서의 작업에 종사하는 근로자에 대한 특별안전·보건교육 - 8시간 이상,건설 일용근로자에 대한 건설업 기초안전·보건교육 - 2시간,관리감독자의 지위에 있는 사람에 대한 정기교육 - 연간 12시간 이상,판매업무에 직접 종사하는 근로자에 대한 정기교육 - 매분기 2시간 이상,1
산업안전지도사,2014,1,산업안전보건법령,4,산업안전보건법령상 안전보건관리책임자 등에 대한 직무교육에 관한 설명으로 옳은 것은?,,보건관리자가 의사인 경우는 선임된 후 1년 이내에 직무를 수행하는 데 필요한 신규교육을 받아야 한다.,안전보건관리책임자로 선임된 자는 6개월 이내에 직무를 수행하는 데 필요한 신규교육을 받아야 한다.,안전관리자로 선임된 자는 신규교육을 이수한 후 매 2년이 되는 날을 기준으로 전후 6개월 사이에 고용노동부장관이 실시하는 안전·보건에 관한 보수교육을 받아야 한다.,기업활동 규제완화에 관한 특별조치법에 따라 안전관리자로 채용된 것으로 보는 사람은 신규교육이 면제된다.,직무교육기관의 장은 직무교육을 실시하기 10일 전까지 교육 일시 및 장소 등을 직무교육 대상자에게 알려야 한다.,1
산업안전지도사,2014,1,산업안전보건법령,5,산업안전보건법령상 방호조치에 대한 근로자의 준수사항 및 사업주의 조치사항으로 옳지 않은 것은?,,근로자는 방호조치를 해체하려는 경우에는 사업주의 허가를 받아 해체하여야 한다.,근로자는 방호조치를 해체한 후 그 사유가 소멸된 경우에는 지체 없이 원상으로 회복시켜야 한다.,근로자는 방호조치의 기능이 상실된 것을 발견한 경우에는 지체 없이 사업주에게 신고하여야 한다.,사업주는 방호조치가 정상적인 기능을 발휘할 수 있도록 상시 점검 및 정비를 하여야 한다.,"사업주는 방호조치의 기능상실 신고가 있으면 충분한 검토를 통해 적절한 조치계획을 수립한 후 수리, 보수하여야 한다.",5
산업안전지도사,2014,1,산업안전보건법령,6,산업안전보건법령상 안전인증에 관한 설명으로 옳지 않은 것은?,,안전인증을 받은 자는 안전인증을 받은 제품에 대하여 고용노동부령으로 정하는 바에 따라 제품명·모델·제조수량·판매수량 및 판매처 현황 등의 사항을 기록·보존하여야 한다.,안전인증이 취소된 자는 취소된 날부터 1년 이내에는 같은 규격과 형식의 유해·위험한 기계·기구·설비등에 대하여 안전인증을 신청할 수 없다.,고용노동부장관이 정하여 고시하는 안전인증기준에 맞지 아니하게 된 안전인증대상 기계·기구등을 사용한 자는 3년 이하의 징역 또는 2천만원 이하의 벌금에 처해지게 된다.,거짓이나 부정한 방법으로 안전인증을 받은 경우 3년 이내의 기간 동안 안전인증표시의 사용이 금지된다.,수출을 목적으로 제조하는 안전인증대상 기계·기구등은 안전인증이 전부 면제된다.,4
산업안전지도사,2014,1,산업안전보건법령,7,산업안전보건법령상 자율안전확인대상 기계·기구만으로 짝지어진 것은?,,휴대형 연삭기 - 동력식 수동대패용 칼날 접촉 방지장치 - 안전화,파쇄기 - 롤러기 급정지장치 - 보안면(용접용 보안면 제외),산업용 로봇 - 양중기용 과부하방지장치 - 잠수기,사출성형기 - 산업용 로봇 안전매트 - 방진마스크,전단기 및 절곡기 - 교류 아크용접기용 자동전격방지기 - 보안경,"1,2,3,4,5"
산업안전지도사,2014,1,산업안전보건법령,8,산업안전보건법령상 안전검사에 관한 설명으로 옳은 것은?,,유해·위험기계등이 고용노동부령이 정하는 다른 법령에 따라 안전성에 관한 검사나 인증을 받은 경우라 하더라도 안전검사를 실시하여야 한다.,건설현장에서 사용하는 크레인은 최초로 설치한 날부터 1년마다 안전검사를 받아야 한다.,고용노동부장관은 안전검사 업무를 위탁받아 수행할 기관을 지정할 수 있다.,공정안전보고서를 제출하여 확인을 받은 압력용기는 3년마다 안전검사를 받아야 한다.,안전검사에 합격한 유해·위험기계등을 사용하는 사업주는 그 유해·위험기계등이 안전검사에 합격한 것임을 나타내는 표시를 하지 않아도 된다.,3
산업안전지도사,2014,1,산업안전보건법령,9,산업안전보건법령상 건축물이나 설비를 철거하거나 해체하는 경우 기관석면조사를 실시하여야 할 대상으로 옳은 것은?,,"주택의 연면적 합계가 200 m²이상이면서, 그 주택의 철거·해체하려는 부분의 면적 합계가 150 m²이상인 경우","건축물(주택 제외)의 연면적 합계가 50 m²이상이면서, 그 건축물의 철거·해체하려는 부분의 면적 합계가 50 m²이상인 경우",철거·해체하려는 부분에 실링(sealing)재를 사용한 부피의 합이 0.5 m³이상인 경우,철거·해체하려는 부분에 단열재를 사용한 면적의 합이 10 m²이상인 경우,"파이프 길이의 합이 80 m 이상이면서, 그 파이프의 철거·해체하려는 부분의 보온재로 사용된 길이의 합이 60 m 이상인 경우",2
산업안전지도사,2014,1,산업안전보건법령,10,산업안전보건기준에 관한 규칙상 사업주가 급성 독성물질의 누출로 인한 위험을 방지하기 위하여 취할 조치가 아닌 것은?,,사업장 내 급성 독성물질의 저장 및 취급량을 최소화할 것,급성 독성물질을 취급 저장하는 설비의 연결 부분은 누출되지 않도록 밀착시키고 매월 1회 이상 연결부분에 이상이 있는지를 점검할 것,급성 독성물질을 폐기·처리하여야 하는 경우에는 냉각·분리·흡수·흡착·소각 등의 처리공정을 통하여 급성 독성물질이 외부로 방출되지 않도록 할 것,급성 독성물질이 외부로 누출된 경우에는 감지·경보할 수 있는 설비를 갖출 것,급성 독성물질을 폐기·처리 또는 방출하는 설비를 설치하는 경우에는 수동으로 작동될 수 있는 구조로 하거나 원격조정할 수 있는 조작구조로 설치할 것,5
산업안전지도사,2014,1,산업안전보건법령,11,"산업안전보건법령상 작업과 휴식의 적정한 배분, 그 밖에 근로시간과 관련된 근로조건의 개선을 통하여 근로자의 건강보호를 위한 조치를 하여야 하는 유해·위험작업을 모두 고른 것은?\nㄱ. 갱(坑) 내에서 하는 작업\nㄴ. 다량의 저온물체를 취급하는 작업과 현저히 춥고 차가운 장소에서 하는 작업\nㄷ. 강렬한 소음이 발생하는 장소에서 하는 작업\nㄹ. 인력으로 중량물을 취급하는 작업",,"ㄴ, ㄹ","ㄱ, ㄴ, ㄷ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",5
산업안전지도사,2014,1,산업안전보건법령,12,"산업안전보건법령상 다음 ( ) 안에 들어갈 숫자를 순서대로 배열한 것은?\n사업주는 최근 1년간 작업공정에서 공정 설비의 변경, 작업방법의 변경, 설비의 이전, 사용 화학물질의 변경 등으로 작업환경측정 결과에 영향을 주는 변화가 없는 경우로서 다음 각 호의 어느 하나에 해당하는 경우에는 해당 유해인자에 대한 작업환경측정을 1년에 1회 이상 할 수 있다. 다만, 고용노동부장관이 정하여 고시하는 물질을 취급하는 작업공정은 그러하지 아니하다.\n1. 작업공정 내 소음의 작업환경측정 결과가 최근 ( )회 연속 ( ) dB 미만인 경우\n2. 작업공정 내 소음 외의 다른 모든 인자의 작업환경측정 결과가 최근 ( )회 연속 노출기준 미만인 경우",,"2, 75, 2","2, 80, 3","2, 85, 2","3, 80, 3","3, 85, 2",3
