Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer
소방설비산업기사(기계),2018,4,소방원론,1,소화에 대한 설명 중 틀린 것은?,,질식소화에 필요한 산소농도는 가연물과 소화약제의 종류에 따라 다르다.,억제소화는 자유활성기(free radical)에 의한 연쇄반응을 차단하는 물리적인 소화방법이다.,액체 이산화탄소나 할론의 냉각소화효과는 물보다 아주 작다.,화염을 금속망이나 소결금속 등의 미세한 구멍으로 통과시켜 소화하는 화염방지기(flame arrester)는 냉각소화를 이용한 안전장치이다.,2
소방설비산업기사(기계),2018,4,소방원론,2,제1류 위험물 중 과산화나트륨의 화재에 가장 적합한 소화방법은?,,다량의 물에 의한 소화,마른 모래에 의한 소화,포소화기에 의한 소화,분무상의 주수소화,2
소방설비산업기사(기계),2018,4,소방원론,3,제3류 위험물로 금수성 물질에 해당하는 것은?,,탄화칼슘,유황,황린,이황화탄소,1
소방설비산업기사(기계),2018,4,소방원론,4,가연성물질 종류에 따른 연소생성가스의 연결이 틀린 것은?,,탄화수소류 - 이산화탄소,셀룰로이드 - 질소산화물,PVC - 암모니아,레이온 - 아크릴로레인,3
소방설비산업기사(기계),2018,4,소방원론,5,실 상부에 배연기를 설치하여 연기를 옥외로 배출하고 급기는 자연적으로 하는 제연방식은?,,제2종 기계제연방식,제3종 기계제연방식,스모크타워 제연방식,제1종 기계제연방식,2
소방설비산업기사(기계),2018,4,소방원론,6,실내에 화재가 발생하였을 때 그 실내의 환경변화에 대한 설명 중 틀린 것은?,,압력이 내려간다.,산소의 농도가 감소한다.,일산화탄소가 증가한다.,이산화탄소가 증가한다.,1
소방설비산업기사(기계),2018,4,소방원론,7,연소범위에 대한 설명으로 틀린 것은?,,연소범위에는 상한과 하한이 있다.,연소범위의 값은 공기와 혼합된 가연성 기체의 체적농도로 표시된다.,연소범위의 값은 압력과 무관하다.,연소범위는 가연성 기체의 종류에 따라 다른 값을 갖는다.,3
소방설비산업기사(기계),2018,4,소방원론,8,실험군 쥐를 15분 동안 노출시켰을 때 실험군의 절반이 사망하는 치사 농도은?,,ODP,GWP,NOAEL,ALC,4
소방설비산업기사(기계),2018,4,소방원론,9,출화의 시기를 나타낸 것 중 옥외출화에 해당하는 것은?,,"목재사용 가옥에서는 벽, 추녀밑의 판자나 목재에 발염착화한 때",불연 벽체나 칸막이 및 불연 천정인 경우 실내에서는 그 뒷판에 발염착화한 때,보통가옥 구조시에는 천정판의 발염착화한 때,"천정 속, 벽 속 등에서 발염착화한 때",1
소방설비산업기사(기계),2018,4,소방원론,10,제4류 위험물을 취급하는 위험물제조소에 설치하는 게시판의 주의사항으로 옳은 것은?,,화기엄금,물기주의,화기주의,충격주의,1
소방설비산업기사(기계),2018,4,소방원론,11,위험물의 종류에 따른 저장방법 설명 중 틀린 것은?,,칼륨 - 경유 속에 저장,아세트알데히드 - 구리 용기에 저장,이황화탄소 - 물 속에 저장,황린 - 물 속에 저장,2
소방설비산업기사(기계),2018,4,소방원론,12,다음 중에서 전기음성도가 가장 큰 원소는?,,B,Na,O,Cl,3
