Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer
소방설비산업기사(기계),2015,2,소방원론,1,화상의 종류 중 전기화재에 입은 화상으로서 피부가 탄화되는 현상이 발생하였다면 몇 도 화상인가?,,1도 화상,2도 화상,3도 화상,4도 화상,4
소방설비산업기사(기계),2015,2,소방원론,2,청정소화약제(Clean agent)로 볼 수 없는 것은?,,HFC-23,HFC-227ea,IG-541,CF$_3$Br,4
소방설비산업기사(기계),2015,2,소방원론,3,피난계획의 일반원칙 중 페일 세이프(fail safe)에 대한 설명으로 옳은 것은?,,한 가지 피난기구가 고장이 나도 다른 수단을 이용할 수 있도록 고려하는 것,피난설비를 반드시 이동식으로 하는 것,본능적 상태에서도 쉽게 식별이 가능하도록 그림이나 색채를 이용하는 것,피난수단을 조작이 간편한 원시적인 방법으로 설계하는 것,1
소방설비산업기사(기계),2015,2,소방원론,4,조리를 하던 중 식용유 화재가 발생하면 신선한 야채를 넣어 소화할 수 있다. 이 소화방법에 해당하는 것은?,,희석 소화,냉각소화,부촉매소화,질식소화,2
소방설비산업기사(기계),2015,2,소방원론,5,"화재현장에서 18℃의 물을 600kg 방사하여 소화하였더니 모두 250℃의 수증기로 발생되었다. 이 때 소화약제로 작용한 물이 흡수한 총 열량은 얼마인가? (단, 가열된 포화수증기의 비열은 0.6[kcal/kg℃]이다.)",,42660 kcal,426600 kcal,42660 cal,426600 cal,2
소방설비산업기사(기계),2015,2,소방원론,6,다음 중 전기 화재에 해당하는 것은?,,A급화재,B급화재,C급화재,D급화재,3
소방설비산업기사(기계),2015,2,소방원론,7,햇빛에 방치한 기름걸레가 자연발화를 일으켰다. 다음 중 이 때의 원인에 가장 가까운 것은?,,광합성 작용,산화열 축적,흡열반응,단열압축,2
소방설비산업기사(기계),2015,2,소방원론,8,화재 시 고층건물내의 연기 유동 중 굴뚝효과와 관계가 없는 것은?,,층의 면적,건물내외의 온도차,화재실의 온도,건물의 높이,1
소방설비산업기사(기계),2015,2,소방원론,9,식용유 및 지방질유의 화재에 소화력이 가장 높은 분말 소화약제의 주성분은?,,탄산수소나트륨,염화나트륨,제1인산암모늄,탄산수소칼슘,1
소방설비산업기사(기계),2015,2,소방원론,10,전기화재의 발생 원인으로 옳지 않은 것은?,,누전,합선,과전류,고압전류,4
소방설비산업기사(기계),2015,2,소방원론,11,불화단백포소화약제 소화작용의 장점이 아닌 것은?,,"내한용, 초내한용으로 적합하다.",포의 유동성이 우수하여 소화속도가 빠르다.,"유류에 오염이 되지 않으므로 표면하주입식, 포방출방식에 적합하다.",내화성이 우수하여 대형의 유류저장탱크 시설에 적합하다.,1
소방설비산업기사(기계),2015,2,소방원론,12,다음 중 화재의 위험성과 관계가 없는 것은?,,산화성물질,자기반응성물질,금수성물질,불연성물질,4
소방설비산업기사(기계),2015,2,소방원론,13,물리적 작용에 의한 소화에 해당하지 않는 것은?,,냉각소화,질식소화,제거 소화,억제소화,4
소방설비산업기사(기계),2015,2,소방원론,14,"25℃에서 증기압이 100mmHg 이고 증기밀도(비중)가 2인 인화성액체의 증기-공기밀도는 약 얼마인가? (단, 전압은 760mmHg로 한다.)",,1.13,2.13,3.13,4.13,1
소방설비산업기사(기계),2015,2,소방원론,15,Halon 104가 열분해 될 때 발생되는 가스는?,,포스겐,황화수소,이산화질소,포스핀,1
소방설비산업기사(기계),2015,2,소방원론,16,메탄(CH$_4$) 1mol이 완전 연소되는데 필요한 산소는 몇 mol인가?,,1,2,3,4,2
소방설비산업기사(기계),2015,2,소방원론,17,촛불(양초)의 연소형태와 가장 관련이 있는 것은?,,증발연소,분해연소,표면연소,자기연소,1
소방설비산업기사(기계),2015,2,소방원론,18,1 BTU는 몇 cal 인가?,,212,252,445,539,2
소방설비산업기사(기계),2015,2,소방원론,19,가연물에 점화원을 가했을 때 연소가 일어나는 최저 온도를 무엇이라고 하는가?,,인화점,발화점,연소점,자연발화점,1
소방설비산업기사(기계),2015,2,소방원론,20,가연성가스의 연소범위에 대한 설명으로 가장 적합한 것은?,,가연성가스가 연소되기 위해서 공기 또는 산소와 혼합된 가연성가스의 농도범위로서 하한계 값과 상한계 값을 가진다.,가연성가스가 연소 또는 폭발되기 위해서 다른 가연성가스와 혼합되어 일정한 농도를 나타내는 범위를 말한다.,가연성가스가 공기중에서 일정한 농도를 형성하여 연소할 수 있도록 한 공기의 농도를 말한다.,가연성가스가 공기 또는 산소와 혼합된 가연성가스의 농도범위로서 하한계 값과 상한계 값을 더한 것을 말한다.,1
소방설비산업기사(기계),2015,2,소방유체역학,21,정압비열이 1kJ/kg·k인 어떤 이상기체 10kg을 온도 30℃로부터 150℃까지 정압가열 하였다. 이 때의 가열량 [kJ]은?,,500,750,900,"1,200",4
소방설비산업기사(기계),2015,2,소방유체역학,22,그림과 같이 화살표 방향으로 물이 흐르고 있을 때 직경 100mm의 원관에 압력계와 피토관의 지시 바늘이 각각 400kPa과 410kPa을 나타내면 이 관유동에서 유속[m/s]은 얼마인가?,O,4.47,3.25,2.85,2.44,1
소방설비산업기사(기계),2015,2,소방유체역학,23,"질량, 길이, 시간을 각각 M, L, T로 표시할 때 밀도의 차원은 다음 중 무엇인가?",,$M^{-1}L^3$,$MLT$,$ML^{-3}$,$M^{-1}L^{-2}T^{-2}$,3
