Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer
소방설비산업기사(기계),2004,4,소방원론,1,콘크리트에 대한 설명 중 틀린 것은?,,콘크리트와 강재의 열팽창률은 거의 같다.,콘크리트의 열전도율은 목재보다 적다.,콘크리트는 장시간 화재에 노출되면 강도는 저하한다.,콘크리트는 인장력에 대하여 아주 약하다.,2
소방설비산업기사(기계),2004,4,소방원론,2,중질유가 석유탱크에서 장시간 조용히 연소하다 탱크내의 잔존기름이 갑자기 분출하는 현상은?,,프로드 오버(Froth over),슬롭 오버(Slop over),후래시 오버(Flash over),보일 오버(Boil over),4
소방설비산업기사(기계),2004,4,소방원론,3,불티가 바람에 날리거나 또는 화재 현장에서 상승하는 열기류 중심에 휩쓸려 원거리 가연물에 착화하는 현상을 무엇이라 하는가?,,비화,전도,대류,복사,1
소방설비산업기사(기계),2004,4,소방원론,4,초기화재의 소화용으로 사용되지 않는 것은?,,스프링클러설비,소화기,옥내소화전설비,연결송수관설비,4
소방설비산업기사(기계),2004,4,소방원론,5,프로판가스는 방화관리상 위험하다. 그 이유로 가장 적당한 것은?,,프로판가스는 상온에서 기체상태로 존재하며 폭발범위가 수소보다 넓다.,프로판가스는 연소하한계 값이 높아 화재위험성이 낮다.,프로판가스의 비중은 공기보다 무거워 바닥에 가라 앉는다.,프로판가스는 도시가스보다 비중이 가볍다.,3
소방설비산업기사(기계),2004,4,소방원론,6,건물의 굴뚝 효과(stack effect)에 관한 설명 중 옳지 않은 것은?,,"평상시 건물내의 기류분포를 지배하는 중요한 요소이며, 화재시 연기의 이동에 큰 영향을 미친다.","실내 온도가 실외 온도보다 높은 경우, 저층부에서는 외부에서 실내 방향으로 공기의 흐름이 생긴다.",고층건물에서는 잘 나타나지 않고 주로 저층건물에서 나타나는 효과이다.,온도에 따른 공기의 밀도차 때문에 발생되는 공기의 흐름 현상이다.,3
소방설비산업기사(기계),2004,4,소방원론,7,내화구조에 해당되는 것은?,,철망 모르터 바르기로 그 두께가 2cm인 것,시멘트 모르터 위에 타일을 붙여 그 두께가 2.5cm인 것,철골에 두께 5cm의 콘크리트를 덮은 것,무근 콘크리트조로서 그 두께가 5cm인 것,3
소방설비산업기사(기계),2004,4,소방원론,8,다음 원소 중에서 난연 성능이 없는 것은?,,인(P),안티몬(Sb),아연(Zn),비소(As),3
소방설비산업기사(기계),2004,4,소방원론,9,특수가연물에 해당되지 않는 것은?,,면화류,사류,볏집류,메틸알콜,4
소방설비산업기사(기계),2004,4,소방원론,10,다음 위험물 중에서 물을 사용하여 소화하면 더 위험해지는 것은?,,피크린산,질산암모늄,알루미늄분,질화면,3
