Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Option 5,Answer
산업안전지도사,2013,1,산업안전보건법령,1,"산업안전보건기준에 관한 규칙상 안전난간과 안전방망의 설치요건에 관한 설명이다. ( )안에 들어갈 숫자로 옳은 것은?\n○ 안전난간 중 상부 난간대를 120센티미터 이상 지점에 설치하는 경우에는 중간 난간대를 ( A )단 이상으로 균등하게 설치하고 난간의 상하 간격은 ( B ) 센티미터 이하가 되도록 할 것\n○ 안전방망은 수평으로 설치하고, 망의 처짐은 짧은 변 길이의 ( C ) 퍼센트 이상이 되도록 할 것",,"A: 2, B: 60, C: 10","A: 2, B: 60, C: 12","A: 2, B: 75, C: 10","A: 3, B: 75, C: 10","A: 3, B: 75, C: 12",2
산업안전지도사,2013,1,산업안전보건법령,2,산업안전보건기준에 관한 규칙상 폭발·화재 및 위험물누출에 의한 위험방지에 관한 설명으로 옳은 것만을 모두 고른 것은?\nㄱ. 사업주는 금속의 용접·용단 또는 가열에 사용되는 가스등의 용기를 취급하는 경우에는 용기의 온도를 섭씨 40도 이하로 유지해야 한다.\nㄴ. 사업주는 위험물질을 제조하거나 취급하는 경우 적절한 방호조치를 하지 않고 급성 독성 물질을 누출시키는 등으로 인체에 접촉시키는 행위를 해서는 아니된다.\nㄷ. 사업주는 고열의 금속찌꺼기를 물로 처리하는 피트에 대하여 수증기 폭발을 방지하기 위해 작업용수 또는 빗물 등이 내부로 새어드는 것을 방지할 수 있는 격벽 등의 설비를 주위에 설치하여야 한다.\nㄹ. 폭발·화재 및 위험물누출에 의한 위험방지를 하여야 할 조치의 내용은 사업장 규모별로 다르게 규정되어 있다.,,"ㄱ, ㄴ","ㄱ, ㄷ","ㄱ, ㄹ","ㄴ, ㄷ","ㄷ, ㄹ",1
산업안전지도사,2013,1,산업안전보건법령,3,산업안전보건법령상 석면에 관한 설명으로 옳지 않은 것은?,,석면해체·제거작업의 완료 후 해당 작업장의 공기 중 석면농도는 1 세제곱센티미터당 0.01개 이하이어야 한다.,석면을 사용하는 작업장소의 바닥재료는 불침투성재료를 사용하고 청소하기 쉬운 구조로 하여야 한다.,근로자가 석면을 뿜어서 칠하는 작업을 할 경우 사업주는 석면이 흩날리지 않도록 습기를 유지하거나 밀폐 또는 국소배기장치설치 등 필요한 대책을 강구해야 한다.,석면 취급작업을 마친 근로자의 오염된 작업복은 석면 전용 탈의실에서만 벗도록 하여야 한다.,석면을 사용하는 장소는 다른 작업장소와 격리하여야 한다.,3
산업안전지도사,2013,1,산업안전보건법령,4,산업안전보건법령상 건강진단에 관한 설명으로 옳지 않은 것은?,,사무직 종사 근로자 외의 근로자는 1년에 1회 이상 일반건강진단을 실시하여야 한다.,"상시 사용하는 근로자 중 사무직에 종사하는 근로자란 공장 또는 공사현장과 같은 구역에서 서무·인사·경리·판매·설계 등의 사무업무에 종사하는 근로자를 말하며, 판매업무에 직접 종사하는 근로자는 제외한다.",학교보건법에 따른 건강검사를 받은 근로자는 산업안전보건법 시행규칙에 따른 일반건강진단을 실시한 것으로 본다.,사업주는 본인의 동의 없이는 개별 근로자의 건강진단 결과를 공개하여서는 아니된다.,"사업주는 일반건강진단 또는 특수건강진단을 정기적으로 실시하도록 하되, 건강진단의 실시시기를 안전보건관리규정 또는 취업규칙에 명기하여야 한다.",2
산업안전지도사,2013,1,산업안전보건법령,5,산업안전보건기준에 관한 규칙상 소음에 의한 건강장해예방조치를 규정한 내용으로 옳지 않은 것은?,,'소음작업'이란 1일 8시간 작업을 기준으로 85데시벨 이상의 소음이 발생하는 작업을 말한다.,100데시벨 이상의 소음이 1일 2시간 이상 발생하는 작업은 '강렬한 소음작업'이다.,소음이 1초 이상의 간격으로 발생하는 작업으로서 120데시벨을 초과하는 소음이 1일 1만회 이상 발생하는 작업은 '충격소음작업'이다.,"사업주는 근로자가 소음작업, 강렬한 소음작업 또는 충격소음작업에 종사하는 경우 청력보호구를 지급하고 착용하도록 하여야 한다.",소음의 작업환경측정 결과 소음수준이 85데시벨을 초과하는 사업장의 사업주는 청력보존 프로그램을 수립하여 시행하여야 한다.,5
산업안전지도사,2013,1,산업안전보건법령,6,산업안전보건법령상 산업재해 발생 보고 및 기록에 관한 설명으로 옳은 것은?,,사업주는 산업재해로 3일 이상의 요양이 필요한 부상을 입은 사람이 발생한 경우에는 해당 산업재해가 발생한 날부터 15일 이내에 산업재해조사표를 작성하여 제출하여야 한다.,"사업주는 산업재해가 발생한 때에는 근로자의 인적사항, 재해 발생의 원인 및 과정 등을 기록·보존하여야 하는데, 재발방지계획은 거기에 포함되지 않는다.",근로자가 산업재해보상보험법에 따른 요양급여를 신청한 경우라도 사업주는 관할 지방고용노동관서의 장에게 산업재해조사표를 제출하여야 한다.,"건설업을 영위하는 사업주는 산업재해조사표에 근로자 대표의 확인을 받아야 하며, 그 기재 내용에 대하여 근로자 대표의 이견이 있는 경우에는 그 내용을 첨부하여야 한다.",사망자 1명과 직업성질병자가 동시에 5명 발생한 산업재해의 경우 사업주는 재해발생의 개요 및 피해 상황 등을 지체 없이 관할 지방고용노동관서의 장에게 보고하여야 한다.,5
산업안전지도사,2013,1,산업안전보건법령,7,산업안전보건법령상 안전보건관리책임자가 총괄·관리해야 할 업무에 해당하는 것만을 모두 고른 것은?\nㄱ. 산업재해 예방계획의 수립에 관한 사항\nㄴ. 산업재해의 원인 조사 및 재발 방지대책 수립에 관한 사항\nㄷ. 자율안전확인대상 기계·기구등의 사용 여부 확인에 관한 사항\nㄹ. 건설업의 경우 수급인의 산업안전보건관리비의 집행 감독 및 그 사용에 관한 수급인 간의 협의·조정에 관한 사항,,"ㄱ, ㄴ","ㄱ, ㄷ","ㄱ, ㄹ","ㄴ, ㄷ","ㄷ, ㄹ",1
산업안전지도사,2013,1,산업안전보건법령,8,다음 내용 중 산업안전보건법령상 산업위생지도사가 타인의 의뢰를 받아 수행할 수 있는 직무인 것은 모두 몇 개인가?\n○ 유해·위험의 방지대책에 관한 평가·지도\n○ 공정상의 안전에 관한 평가·지도\n○ 작업환경 개선과 관련된 계획서 및 보고서의 작성\n○ 작업환경의 평가 및 개선 지도\n○ 안전보건개선계획서의 작성,,1개,2개,3개,4개,5개,3
산업안전지도사,2013,1,산업안전보건법령,9,산업안전보건법령상 안전·보건교육에 관한 설명으로 옳은 것은?,,사무직 종사 근로자는 정기교육 대상이 아니다.,관리감독자의 지위에 있는 사람은 연간 8시간 이상의 교육을 받아야 한다.,작업내용 변경시 일용근로자를 제외한 근로자의 안전·보건교육은 1시간 이상 실시하여야 한다.,채용 시의 근로자에 대한 안전·보건교육은 고용형태에 관계없이 교육시간이 동일하다.,안전보건관리책임자도 고용노동부장관이 실시하는 안전·보건에 관한 직무교육으로서 신규교육과 보수교육을 받아야 한다.,5
산업안전지도사,2013,1,산업안전보건법령,10,산업안전보건법령상 물질안전보건자료 및 경고표시에 관한 설명으로 옳은 것은?,,대상화학물질을 양도하거나 제공하는 자는 물질안전보건자료 제공의무가 없다.,약사법에 따른 의약품은 물질안전보건자료의 작성 대상이다.,"탱크로리, 파이프라인에 의하여 대상화학물질을 양도하거나 제공하는 경우에는 경고표시 기재 항목을 적은 자료를 제공할 필요가 없다.",사업주는 새로운 대상화학물질이 도입된 경우 근로자에게 물질안전보건자료에 관한 교육을 매번 실시할 필요가 없다.,사업주는 물질안전보건자료에 관한 교육을 할 때 유해성·위험성이 유사한 대상화학물질을 그룹별로 분류하여 교육할 수 있다.,5
