Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Option 5,Answer
산업안전지도사,2017,1,산업안전보건법령,1,산업안전보건법령상 산업재해 발생 기록 및 보고 등에 관한 설명으로 옳은 것은?,,사업주는 중대재해가 발생한 사실을 알게 된 경우에는 지체 없이 발생 개요 및 피해상황 등을 관할 지방고용노동관서의 장에게 전화ㆍ팩스 또는 그 밖에 적절한 방법으로 보고하여야 한다.,"사업주는 4일 이상의 요양을 요하는 부상자가 발생한 산업재해에 대하여는 그 발생 개요ㆍ원인 및 신고 시기, 재발방지 계획 등을 고용노동부장관에게 신고하여야 한다.","건설업의 경우 사업주는 산업재해조사표에 근로자대표의 동의를 받아야 하며, 그 기재 내용에 대하여 근로자대표의 이견이 있는 경우에는 그 내용을 첨부하여야 한다.",사업주는 산업재해로 3일 이상의 휴업이 필요한 부상자가 발생한 경우에는 해당 산업재해가 발생한 날부터 3개월 이내에 산업재해조사표를 작성하여 관할 지방고용노동관서의 장에게 제출하여야 한다.,사업주는 산업재해 발생기록에 관한 서류를 2년간 보존하여야 한다.,1
산업안전지도사,2017,1,산업안전보건법령,2,산업안전보건법령상 용어에 관한 설명으로 옳지 않은 것은?,,'산업재해'란 근로자가 업무에 관계되는 건설물ㆍ설비ㆍ원재료ㆍ가스ㆍ증기ㆍ분진 등에 의하거나 작업 또는 그 밖의 업무로 인하여 사망 또는 부상하거나 질병에 걸리는 것을 말한다.,'근로자'란 직업의 종류와 관계없이 임금을 목적으로 사업이나 사업장에 근로를 제공하는 자를 말한다.,'사업주'란 근로자를 사용하여 사업을 하는 자를 말한다.,'작업환경측정'이란 작업환경 실태를 파악하기 위하여 해당 근로자 또는 작업장에 대하여 사업주가 측정계획을 수립한 후 시료(試料)를 채취하고 분석ㆍ평가하는 것을 말한다.,'중대재해'란 산업재해 중 재해정도가 심한 것으로서 직업성질병자가 동시에 5명 이상 발생한 재해를 말한다.,5
산업안전지도사,2017,1,산업안전보건법령,3,산업안전보건법령상 안전보건관리책임자의 업무 내용에 해당하는 것을 모두 고른 것은?\n\nㄱ. 산업재해 예방계획의 수립에 관한 사항\nㄴ. 근로자의 안전ㆍ보건교육에 관한 사항\nㄷ. 산업재해의 원인 조사 및 재발 방지대책 수립에 관한 사항\nㄹ. 안전ㆍ보건과 관련된 안전장치 및 보호구 구입 시의 적격품 여부 확인에 관한 사항,,"ㄱ, ㄴ","ㄷ, ㄹ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",5
산업안전지도사,2017,1,산업안전보건법령,4,산업안전보건법령상 법령 요지의 게시 및 안전ㆍ보건표지의 부착 등에 관한 설명으로 옳지 않은 것은?,,사업주는 이 법에 따른 명령의 요지를 상시 각 작업장 내에 근로자가 쉽게 볼 수 있는 장소에 게시하거나 갖추어 두어 근로자로 하여금 알게 하여야 한다.,근로자대표는 안전ㆍ보건진단 결과를 통지할 것을 사업주에게 요청할 수 있고 사업주는 이에 성실히 응하여야 한다.,사업주는 사업장의 유해하거나 위험한 시설 및 장소에 대한 경고를 위하여 안전ㆍ보건표지를 설치하거나 부착하여야 한다.,"안전ㆍ보건표지 속의 그림 또는 부호의 크기는 안전ㆍ보건표지의 크기와 비례하여야 하며, 안전ㆍ보건표지 전체 규격의 20퍼센트 이상이 되어야 한다.",안전ㆍ보건표지의 성질상 설치하거나 부착하는 것이 곤란한 경우에는 해당 물체에 직접 도장(塗裝)할 수 있다.,4
산업안전지도사,2017,1,산업안전보건법령,5,산업안전보건법령상 안전보건관리규정에 관한 설명으로 옳지 않은 것은?,,안전보건관리규정은 해당 사업장에 적용되는 단체협약 및 취업규칙에 반할 수 없다.,상시 근로자 100명을 사용하는 정보서비스업 사업주는 안전보건관리규정을 작성하여야 한다.,안전보건관리규정에 관하여는 이 법에서 규정한 것을 제외하고는 그 성질에 반하지 아니하는 범위에서 「근로기준법」의 취업규칙에 관한 규정을 준용한다.,안전보건관리규정을 작성할 경우에는 안전ㆍ보건교육에 관한 사항이 포함되어야 한다.,산업안전보건위원회가 설치되어 있지 아니한 사업장의 경우 사업주는 안전보건관리규정을 작성하거나 변경할 때에는 근로자대표의 동의를 받아야 한다.,2
산업안전지도사,2017,1,산업안전보건법령,6,산업안전보건법령상 유해하거나 위험한 작업의 도급에 관한 설명으로 옳지 않은 것은?,,도금작업의 도급을 받으려는 자는 고용노동부장관의 인가를 받아야 한다.,지방고용노동관서의 장은 도급인가 신청서가 접수된 때에는 접수된 날부터 10일 이내에 신청서를 반려하거나 인가증을 신청자에게 발급하여야 한다.,"수은, 납, 카드뮴 등 중금속을 제련, 주입, 가공 및 가열하는 작업은 도급인가의 대상이다.",지방고용노동관서의 장은 도급인가 신청의 내용 및 한국산업안전보건공단의 확인 결과가 이 법령의 기준에 적합하지 아니하면 이를 인가하여서는 아니 된다.,유해한 작업의 도급에 대한 인가를 받으려는 자는 도급인가 신청서를 제출할 때 도급대상 작업의 공정도와 도급계획서를 첨부하여야 한다.,1
산업안전지도사,2017,1,산업안전보건법령,7,산업안전보건법령상 안전ㆍ보건 관리체제에 관한 설명으로 옳지 않은 것은?,,안전보건관리책임자는 안전관리자와 보건관리자를 지휘ㆍ감독한다.,안전보건관리책임자는 해당 사업에서 그 사업을 실질적으로 총괄관리하는 사람이어야 한다.,안전관리자는 산업재해에 관한 통계의 유지ㆍ관리ㆍ분석을 위한 보좌 및 조언ㆍ지도 등의 업무를 수행하여야 한다.,고용노동부장관은 안전관리전문기관의 업무정지를 명하여야 하는 경우에 그 업무정지가 공익을 해칠 우려가 있다고 인정하면 업무정지처분을 갈음하여 2억원 이하의 과징금을 부과할 수 있다.,상시 근로자수가 500명 이상인 식료품 제조업의 경우 안전관리자를 2명 이상 선임하여야 한다.,4
산업안전지도사,2017,1,산업안전보건법령,8,산업안전보건법령상 안전관리전문기관의 지정의 취소 등에 관한 규정의 일부이다. ( )안에 들어갈 숫자의 연결이 옳은 것은?\n\n○ 고용노동부장관은 안전관리전문기관이 지정 요건을 충족하지 못한 경우에 해당할 때에는 그 지정을 취소하거나 ( ㄱ )개월 이내의 기간을 정하여 그 업무의 정지를 명할 수 있다.\n○ 지정이 취소된 자는 지정이 취소된 날부터 ( ㄴ )년 이내에는 안전관리전문기관으로 지정받을 수 없다.,,"ㄱ: 1, ㄴ: 1","ㄱ: 3, ㄴ: 1","ㄱ: 3, ㄴ: 2","ㄱ: 6, ㄴ: 1","ㄱ: 6, ㄴ: 2",5
산업안전지도사,2017,1,산업안전보건법령,9,산업안전보건법령상 안전인증에 관한 설명으로 옳은 것은?,,연구ㆍ개발을 목적으로 안전인증대상 기계ㆍ기구등을 제조하는 경우에도 안전인증을 받아야 한다.,고용노동부장관은 안전인증을 받은 자가 안전인증기준을 지키고 있는지를 5년을 주기로 확인하여야 한다.,곤돌라를 설치ㆍ이전하는 경우뿐만 아니라 그 주요 구조 부분을 변경하는 경우에도 안전인증을 받아야 한다.,서면심사와 기술능력 및 생산체계 심사 결과가 안전인증기준에 적합할 경우에 유해ㆍ위험한 기계ㆍ기구ㆍ설비등의 표본을 추출하여 하는 심사를 개별 제품심사라고 한다.,예비심사의 경우 안전인증 신청서를 제출받은 안전인증기관은 7일 이내에 심사하여야 하며 부득이한 사유가 있을 때에는 15일의 범위에서 심사기간을 연장할 수 있다.,3
산업안전지도사,2017,1,산업안전보건법령,10,산업안전보건법령상 도급사업 시 구성하는 안전ㆍ보건에 관한 협의체의 협의사항에 포함되지 않는 것은?,,작업장 간의 연락 방법,재해발생 위험 시의 대피방법,작업장의 순회점검에 관한 사항,작업장에서의 위험성평가의 실시에 관한 사항,수급인 상호간의 작업공정의 조정,3
산업안전지도사,2017,1,산업안전보건법령,11,산업안전보건법령상 도급인인 사업주가 작업장의 안전ㆍ보건조치 등을 위하여 2일에 1회 이상 순회점검하여야 하는 사업을 모두 고른 것은?\n\nㄱ. 건설업\nㄴ. 자동차 전문 수리업\nㄷ. 토사석 광업\nㄹ. 금속 및 비금속 원료 재생업\nㅁ. 음악 및 기타 오디오물 출판업,,"ㄱ, ㄴ, ㅁ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㅁ","ㄱ, ㄴ, ㄷ, ㄹ","ㄱ, ㄷ, ㄹ, ㅁ",5
산업안전지도사,2017,1,산업안전보건법령,12,산업안전보건기준에 관한 규칙상 니트로화합물을 제조하는 작업장의 비상구 설치에 관한 설명으로 옳지 않은 것은?,,출입구 외에 안전한 장소로 대피할 수 있는 비상구 1개 이상을 설치할 것,"비상구의 문은 피난 방향으로 열리도록 하고, 실내에서 항상 열 수 있는 구조로 할 것","비상구의 너비는 0.75미터 이상으로 하고, 높이는 1.5미터 이상으로 할 것",비상구는 출입구와 같은 방향에 있으며 출입구로부터 3미터 이상 떨어져 있을 것,작업장의 각 부분으로부터 하나의 비상구 또는 출입구까지의 수평거리가 50미터 이하가 되도록 할 것,4
산업안전지도사,2017,1,산업안전보건법령,13,산업안전보건법령상 안전검사 대상에 해당하는 것을 모두 고른 것은?\n\nㄱ. 프레스\nㄴ. 압력용기\nㄷ. 산업용 원심기\nㄹ. 이동식 국소 배기장치\nㅁ. 정격 하중이 1톤인 크레인\nㅂ. 특수자동차에 탑재한 고소작업대,,"ㄱ, ㄹ, ㅂ","ㄴ, ㅁ, ㅂ","ㄱ, ㄴ, ㄷ, ㅂ","ㄴ, ㄷ, ㄹ, ㅁ","ㄱ, ㄴ, ㄷ, ㄹ, ㅁ",3
산업안전지도사,2017,1,산업안전보건법령,14,산업안전보건법령상 자율안전확인대상 기계ㆍ기구등에 해당하지 않는 것은?,,휴대형 연삭기,혼합기,파쇄기,자동차정비용 리프트,기압조절실(chamber),1
산업안전지도사,2017,1,산업안전보건법령,15,산업안전보건법령상 유해ㆍ위험 방지를 위하여 방호조치가 필요한 기계ㆍ기구 등과 이에 설치하여야 할 방호장치를 옳게 연결한 것은?,,예초기 - 회전체 접촉 예방장치,진공포장기 - 압력방출장치,금속절단기 - 구동부 방호 연동장치,원심기 - 날접촉 예방장치,공기압축기 - 압력방출장치,5
산업안전지도사,2017,1,산업안전보건법령,16,산업안전보건기준에 관한 규칙상 통로를 설치하는 사업주가 준수하여야 하는 사항으로 옳지 않은 것은?,,"통로의 주요 부분에 통로표시를 하고, 근로자가 안전하게 통행할 수 있도록 하여야 한다.",통로면으로부터 높이 2미터 이내의 장애물을 제거하는 것이 곤란하다고 고용노동부장관이 인정하는 경우에는 근로자에게 발생할 수 있는 부상 등의 위험을 방지하기 위한 안전 조치를 하여야 한다.,"가설통로를 설치하는 경우, 건설공사에 사용하는 높이 8미터 이상인 비계다리에는 7미터 이내마다 계단참을 설치하여야 한다.",잠함(潛函) 내 사다리식 통로를 설치하는 경우 그 폭은 30센티미터 이상으로 설치하여야 한다.,계단 및 계단참을 설치하는 경우 매제곱미터당 500킬로그램 이상의 하중에 견딜 수 있는 강도를 가진 구조로 설치하여야 한다.,4
산업안전지도사,2017,1,산업안전보건법령,17,산업안전보건법령상 3년 이하의 징역 또는 2천만원 이하의 벌금에 처하게 될 수 있는 자는?,,중대재해 발생현장을 훼손한 자,공정안전보고서의 내용이 중대산업사고를 예방하기 위하여 적합하다고 통보받기 전에 관련 설비를 가동한 자,동력으로 작동하는 기계ㆍ기구로서 작동부분의 돌기부분을 묻힘형으로 하지 않거나 덮개를 부착하지 않고 양도한 자,안전인증을 받지 않은 유해ㆍ위험한 기계ㆍ기구ㆍ설비등에 안전인증표시를 한 자,작업환경측정 결과에 따라 근로자의 건강을 보호하기 위하여 해당 시설ㆍ설비의 설치ㆍ개선 또는 건강진단의 실시 등의 조치를 하지 아니한 자,2
산업안전지도사,2017,1,산업안전보건법령,18,산업안전보건법령상 화학물질의 유해성ㆍ위험성을 조사하고 그 조사보고서를 고용노동부장관에게 제출하여야 하는 것은?,,방사성 물질,천연으로 산출된 화학물질,"연간 수입량이 1,000킬로그램 미만인 경우로서 고용노동부장관의 확인을 받은 신규화학물질",전량 수출하기 위하여 연간 10톤 이하로 제조하거나 수입하는 경우로서 고용노동부장관의 확인을 받은 신규화학물질,일반 소비자의 생활용으로 직접 소비자에게 제공되고 국내의 사업장에서 사용되지 않는 경우로서 고용노동부장관의 확인을 받은 신규화학물질,3
산업안전지도사,2017,1,산업안전보건법령,19,산업안전보건법령상 질병자의 근로 금지ㆍ제한에 관한 설명으로 옳지 않은 것은?,,사업주는 심장 등의 질환이 있는 사람으로서 근로에 의하여 병세가 악화될 우려가 있는 사람에 대해서는 의사의 진단에 따라 근로를 금지하여야 한다.,"사업주는 발암성물질을 취급하는 작업에 종사하는 근로자에게는 1일 6시간, 1주 34시간을 초과하여 근로하게 하여서는 아니 된다.",사업주는 착암기 등에 의하여 신체에 강렬한 진동을 주는 작업에서 유해ㆍ위험예방조치 외에 작업과 휴식의 적정한 배분 등 근로자의 건강 보호를 위한 조치를 하여야 한다.,사업주는 심장판막증이 있는 근로자를 고기압 업무에 종사하도록 하여서는 아니 된다.,사업주는 근로가 금지되거나 제한된 근로자가 건강을 회복하였을 때에는 지체 없이 취업하게 하여야 한다.,2
산업안전지도사,2017,1,산업안전보건법령,20,산업안전보건법령상 건강진단에 관한 설명으로 옳은 것은?,,"건강진단의 종류에는 일반건강진단, 특수건강진단, 채용시건강진단, 수시건강진단, 임시건강진단이 있다.",6개월간 밤 12시부터 오전 5시까지의 시간을 포함하여 계속되는 8시간 작업을 월 평균 4회 이상 수행하는 야간작업 근로자도 특수건강진단을 받아야 한다.,"벤젠에 노출되는 업무에 종사하는 근로자는 배치 후 3개월 이내에 첫 번째 특수건강진단을 받고, 이후 6개월마다 주기적으로 특수건강진단을 받아야 한다.",다른 사업장에서 해당 유해인자에 대하여 배치전건강진단을 받고 9개월이 지난 근로자로서 건강진단결과를 적은 서류를 제출한 근로자는 배치전건강진단을 실시하지 아니할 수 있다.,특수건강진단대상업무로 인하여 해당 유해인자에 의한 건강장해를 의심하게 하는 증상을 보이는 근로자에 대하여 사업주가 실시하는 건강진단을 임시건강진단이라 한다.,2
산업안전지도사,2017,1,산업안전보건법령,21,산업안전보건법령상 지도사에 관한 설명으로 옳은 것은?,,지도사 시험에 합격하여 고용노동부장관에게 등록하여야만 지도사의 자격을 가진다.,이 법을 위반하여 벌금형을 선고받고 6개월이 된 자는 지도사의 등록을 할 수 있다.,"지도사는 3년마다 갱신등록을 하여야 하며, 갱신등록은 지도실적이 없어도 가능하다.",지도사 등록의 갱신기간 동안 지도실적이 2년 이상인 지도사의 보수교육시간은 10시간 이상으로 한다.,산업안전 및 산업보건분야에서 3년간 실무에 종사한 지도사가 직무를 개시하려는 경우에는 등록을 하기 전 연수교육이 면제된다.,4
산업안전지도사,2017,1,산업안전보건법령,22,"산업안전보건법령상 유해ㆍ위험방지계획서의 제출 대상 업종에 해당하지 않는 것은? (단, 전기 계약용량이 300킬로와트 이상인 사업에 한함)",,전기장비 제조업,식료품 제조업,가구 제조업,목재 및 나무제품 제조업,전자부품 제조업,1
산업안전지도사,2017,1,산업안전보건법령,23,산업안전보건법령상 서류의 보존기간에 관한 설명으로 옳지 않은 것은?,,기관석면조사를 한 건축물이나 설비의 소유주 등과 석면조사기관은 그 결과에 관한 서류를 5년간 보존하여야 한다.,지정측정기관은 작업환경측정에 관한 사항으로서 측정대상 사업장의 명칭 및 소재지 등을 기재한 서류를 3년간 보존하여야 한다.,사업주는 노사협의체 회의록을 2년간 보존하여야 한다.,자율안전확인대상 기계ㆍ기구 등을 제조하거나 수입하려는 자는 자율안전기준에 맞는 것임을 증명하는 서류를 2년간 보존하여야 한다.,사업주는 화학물질의 유해성ㆍ위험성 조사에 관한 서류를 3년간 보존하여야 한다.,1
