Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Option 5,Answer
산업안전지도사,2019,1,산업안전보건법령,1,산업안전보건법령상 법령 요지의 게시 등과 안전ㆍ보건표지의 부착 등에 관한 설명으로 옳지 않은 것은?,,"근로자대표는 작업환경측정의 결과를 통지할 것을 사업주에게 요청할 수 있고, 사업주는 이에 성실히 응하여야 한다.",야간에 필요한 안전ㆍ보건표지는 야광물질을 사용하는 등 쉽게 알아볼 수 있도록 제작하여야 한다.,"안전ㆍ보건표지의 표시를 명백히 하기 위하여 필요한 경우에는 안전ㆍ보건표지의 주위에 표시사항을 글자로 덧붙여 적을 수 있으며, 이 경우 글자는 노란색 바탕에 검은색 한글고딕체로 표기하여야 한다.",안전ㆍ보건표지의 성질상 설치하거나 부착하는 것이 곤란한 경우에는 해당 물체에 직접 도장(塗裝)할 수 있다.,사업주는 산업안전보건법과 산업안전보건법에 따른 명령의 요지를 상시 각 작업장 내에 근로자가 쉽게 볼 수 있는 장소에 게시하거나 갖추어 두어 근로자로 하여금 알게 하여야 한다.,3
산업안전지도사,2019,1,산업안전보건법령,2,"산업안전보건법령상 용어에 관한 설명으로 옳은 것을 모두 고른 것은?\n\nㄱ. 근로자란 직업의 종류와 관계없이 임금, 급료 기타 이에 준하는 수입에 의하여 생활하는 자를 말한다.\nㄴ. 작업환경측정이란 작업환경 실태를 파악하기 위하여 해당 근로자 또는 작업장에 대하여 사업주가 측정계획을 수립한 후 시료(試料)를 채취하고 분석ㆍ평가하는 것을 말한다.\nㄷ. 안전ㆍ보건진단이란 산업재해를 예방하기 위하여 잠재적 위험성을 발견하고 그 개선대책을 수립할 목적으로 고용노동부장관이 지정하는 자가 하는 조사ㆍ평가를 말한다.\nㄹ. 중대재해는 3개월 이상의 요양이 필요한 부상자가 동시에 2명 이상 발생한 재해를 포함한다.",,"ㄱ, ㄴ","ㄱ, ㄹ","ㄴ, ㄷ","ㄷ, ㄹ","ㄴ, ㄷ, ㄹ",5
산업안전지도사,2019,1,산업안전보건법령,3,"사업주 갑(甲)의 사업장에 산업재해가 발생하였다. 이 경우 갑(甲)이 기록ㆍ보존해야 할 사항으로 산업안전보건법령상 명시되지 않은 것은? (다만, 법령에 따른 산업재해조사표 사본을 보존하거나 요양신청서의 사본에 재해재발방지 계획을 첨부하여 보존한 경우에 해당하지 아니 한다.)",,사업장의 개요,근로자의 인적 사항 및 재산 보유현황,재해 발생의 일시 및 장소,재해 발생의 원인 및 과정,재해 재발방지 계획,2
산업안전지도사,2019,1,산업안전보건법령,4,산업안전보건법령상 안전ㆍ보건 관리체제에 관한 설명으로 옳지 않은 것은?,,사업주는 안전보건관리책임자를 선임하였을 때에는 그 선임 사실 및 법령에 따른 업무의 수행내용을 증명할 수 있는 서류를 갖춰 둬야 한다.,안전보건관리책임자는 안전관리자와 보건관리자를 지휘ㆍ감독한다.,사업주는 안전보건조정자로 하여금 근로자의 건강진단 등 건강관리에 관한 업무를 총괄관리하도록 하여야 한다.,"사업주는 관리감독자에게 법령에 따른 업무 수행에 필요한 권한을 부여하고 시설ㆍ장비ㆍ예산, 그 밖의 업무수행에 필요한 지원을 하여야 한다.",사업주는 안전보건관리책임자에게 법령에 따른 업무를 수행하는 데 필요한 권한을 주어야 한다.,3
산업안전지도사,2019,1,산업안전보건법령,5,산업안전보건법령상 안전보건관리규정에 관한 설명으로 옳지 않은 것은?,,소프트웨어 개발 및 공급업에서 상시 근로자 100명을 사용하는 사업장은 안전보건관리규정을 작성하여야 한다.,안전보건관리규정의 내용에는 작업지휘자 배치 등에 관한 사항이 포함되어야 한다.,안전보건관리규정은 해당 사업장에 적용되는 단체협약 및 취업규칙에 반할 수 없다.,안전보건관리규정에 관하여는 산업안전보건법에서 규정한 것을 제외하고는 그 성질에 반하지 아니하는 범위에서 「근로기준법」의 취업규칙에 관한 규정을 준용한다.,사업주가 법령에 따라 안전보건관리규정을 작성하거나 변경할 때에는 산업안전보건위원회가 설치되어 있지 아니한 사업장의 경우에는 근로자대표의 동의를 받아야 한다.,1
산업안전지도사,2019,1,산업안전보건법령,6,산업안전보건법령상 산업안전보건위원회의 심의ㆍ의결을 거쳐야 하는 사항에 해당하지 않는 것은?,,유해하거나 위험한 기계ㆍ기구와 그 밖의 설비를 도입한 경우 안전ㆍ보건조치에 관한 사항,안전ㆍ보건과 관련된 안전장치 구입 시의 적격품 여부 확인에 관한 사항,산업재해에 관한 통계의 기록 및 유지에 관한 사항,산업재해 예방계획의 수립에 관한 사항,근로자의 안전ㆍ보건교육에 관한 사항,2
산업안전지도사,2019,1,산업안전보건법령,7,산업안전보건법령상 안전관리자 및 보건관리자 등에 관한 설명으로 옳지 않은 것은?,,사업주가 안전관리자를 배치할 때에는 연장근로ㆍ야간근로 또는 휴일근로 등 해당 사업장의 작업 형태를 고려하여야 한다.,건설업을 제외한 사업으로서 상시 근로자 300명 미만을 사용하는 사업의 사업주는 안전관리자의 업무를 안전관리전문기관에 위탁할 수 있다.,"안전관리전문기관은 고용노동부장관이 정하는 바에 따라 안전관리 업무의 수행 내용, 점검 결과 및 조치 사항 등을 기록한 사업장관리카드를 작성하여 갖추어 두어야 한다.",지방고용노동관서의 장은 중대재해가 연간 2건 이상 발생한 경우에는 사업주에게 안전관리자ㆍ보건관리자를 교체하여 임명할 것을 명할 수 있다.,고용노동부장관은 안전관리전문기관이 업무정지 기간 중에 업무를 수행한 경우 그 지정을 취소하여야 한다.,4
산업안전지도사,2019,1,산업안전보건법령,8,산업안전보건법령상 도급 금지 및 도급사업의 안전ㆍ보건에 관한 설명으로 옳지 않은 것은?,,유해하거나 위험한 작업을 도급 줄 때 지켜야 할 안전ㆍ보건조치의 기준은 고용노동부령으로 정한다.,도금작업은 하도급인 경우를 제외하고는 고용노동부장관의 인가를 받지 아니하면 그 작업만을 분리하여 도급을 줄 수 없다.,법령상 구성 및 운영되어야 하는 안전ㆍ보건에 관한 협의체는 도급인인 사업주 및 그의 수급인인 사업주 전원으로 구성하여야 한다.,법령상 작업장의 순회점검 등 안전ㆍ보건관리를 하여야 하는 도급인인 사업주는 토사석 광업의 경우 2일에 1회 이상 작업장을 순회점검하여야 한다.,건설공사를 타인에게 도급하는 자는 자신의 책임으로 시공이 중단된 사유로 공사가 지연되어 그의 수급인이 산업재해 예방을 위하여 공사기간 연장을 요청하는 경우 특별한 사유가 없으면 그 연장 조치를 하여야 한다.,2
산업안전지도사,2019,1,산업안전보건법령,9,산업안전보건법령상 안전보건관리책임자 등에 대한 직무교육에 관한 설명으로 옳은 것은?,,법령에 따른 안전보건관리책임자에 해당하는 사람이 해당 직위에 위촉된 경우에는 직무교육을 이수한 것으로 본다.,법령에 따른 보건관리자가 의사인 경우에는 채용된 후 6개월 이내에 직무를 수행하는 데 필요한 신규교육을 받아야 한다.,법령에 따른 안전보건관리담당자에 해당하는 사람은 선임된 후 매 2년이 되는 날을 기준으로 전후 3개월 사이에 고용노동부장관이 실시하는 안전ㆍ보건에 관한 보수교육을 받아야 한다.,직무교육기관의 장은 직무교육을 실시하기 30일 전까지 교육 일시 및 장소 등을 직무교육 대상자에게 알려야 한다.,직무교육을 이수한 사람이 다른 사업장으로 전직하여 신규로 선임된 경우로서 선임신고 시 전직 전에 받은 교육이수증명서를 제출하면 해당 교육의 2분의 1을 이수한 것으로 본다.,3
산업안전지도사,2019,1,산업안전보건법령,10,산업안전보건법령상 고객의 폭언등으로 인한 건강장해를 예방하기 위하여 사업주가 조치하여야 하는 것으로 명시된 것은?,,업무의 일시적 중단 또는 전환,고객과의 문제 상황 발생 시 대처방법 등을 포함하는 고객응대업무 매뉴얼 마련,근로기준법에 따른 휴게시간의 연장,폭언등으로 인한 건강장해 관련 치료,"관할 수사기관에 증거물을 제출하는 등 고객응대근로자가 폭언등으로 인하여 고소, 고발 등을 하는 데 필요한 지원",2
산업안전지도사,2019,1,산업안전보건법령,11,산업안전보건법령상 사업주가 근로자에 대하여 실시하여야 하는 근로자 안전ㆍ보건교육의 내용 중 관리감독자 정기안전ㆍ보건교육의 내용에 해당하지 않는 것은?,,산업재해보상보험 제도에 관한 사항,산업보건 및 직업병 예방에 관한 사항,유해ㆍ위험 작업환경 관리에 관한 사항,「산업안전보건법」 및 일반관리에 관한 사항,표준안전작업방법 및 지도 요령에 관한 사항,1
