Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Option 5,Answer
산업안전지도사,2023,1,산업안전보건법령,1,산업안전보건법령상 산업재해발생건수등의 공표대상 사업장에 해당하지 않는 것은?,,산업재해로 인한 사망자가 연간 2명 이상 발생한 사업장,사망만인율(死亡萬人率)이 규모별 같은 업종의 평균 사망만인율 이상인 사업장,중대산업사고가 발생한 사업장,사업주가 산업재해 발생 사실을 은폐한 사업장,사업주가 산업재해 발생에 관한 보고를 최근 3년 이내 1회 이상 하지 않은 사업장,5
산업안전지도사,2023,1,산업안전보건법령,2,"산업안전보건법령상 상시근로자 100명인 사업장에 안전보건관리책임자를 두어야 하는 사업을 모두 고른 것은?\nㄱ. 식료품 제조업, 음료 제조업\nㄴ. 1차 금속 제조업\nㄷ. 농업\nㄹ. 금융 및 보험업",,"ㄱ, ㄴ","ㄴ, ㄷ","ㄷ, ㄹ","ㄱ, ㄴ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",1
산업안전지도사,2023,1,산업안전보건법령,3,"산업안전보건법령상 사업주가 소속 근로자에게 정기적인 안전보건교육을 실시하여야 하는 사업에 해당하는 것은? (단, 다른 감면조건은 고려하지 않음)",,소프트웨어 개발 및 공급업,금융 및 보험업,사업지원 서비스업,사회복지 서비스업,사진처리업,5
산업안전지도사,2023,1,산업안전보건법령,4,산업안전보건법령상 안전관리전문기관에 대하여 6개월 이내의 기간을 정하여 업무정지명령을 할 수 있는 사유에 해당하지 않는 것은?,,지정받은 사항을 위반하여 업무를 수행한 경우,거짓이나 그 밖의 부정한 방법으로 지정을 받은 경우,정당한 사유 없이 안전관리 또는 보건관리 업무의 수탁을 거부한 경우,안전관리 또는 보건관리 업무와 관련된 비치서류를 보존하지 않은 경우,안전관리 또는 보건관리 업무 수행과 관련한 대가 외에 금품을 받은 경우,2
산업안전지도사,2023,1,산업안전보건법령,5,"산업안전보건법령상 건설업체의 산업재해발생률 산출 계산식상 사업주의 법 위반으로 인한 것이 아니라고 인정되는 재해에 의한 사고사망자로서 '사고사망자 수' 산정에서 제외되는 경우를 모두 고른 것은?\nㄱ. 방화, 근로자간 또는 타인간의 폭행에 의한 경우\nㄴ. 태풍 등 천재지변에 의한 불가항력적인 재해의 경우\nㄷ.「도로교통법」에 따라 도로에서 발생한 교통사고로서 해당 공사의 공사용 차량ㆍ장비에 의한 사고에 의한 경우\nㄹ. 야유회 중의 사고 등 건설작업과 직접 관련이 없는 경우",,"ㄱ, ㄷ","ㄴ, ㄹ","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",4
산업안전지도사,2023,1,산업안전보건법령,6,산업안전보건법령상 도급인의 안전조치 및 보건조치에 관한 설명으로 옳은 것은?,,건설업의 도급인은 작업장의 정기 안전ㆍ보건점검을 분기에 1회 이상 실시하여야 한다.,토사석 광업의 도급인은 3일에 1회 이상 작업장 순회점검을 실시하여야 한다.,안전 및 보건에 관한 협의체는 도급인 및 그의 수급인 전원으로 구성해야 한다.,안전 및 보건에 관한 협의체는 분기별 1회 이상 정기적으로 회의를 개최하고 그 결과를 기록ㆍ보존해야 한다.,관계수급인의 공사금액을 포함한 해당 공사의 총공사금액이 10억원 이상인 건설업은 안전보건총괄책임자 지정 대상사업에 해당한다.,3
산업안전지도사,2023,1,산업안전보건법령,7,산업안전보건법령상 안전보건관리규정의 세부 내용 중 작업장 안전관리에 관한 사항에 해당하지 않는 것은?,,안전ㆍ보건관리에 관한 계획의 수립 및 시행에 관한 사항,기계ㆍ기구 및 설비의 방호조치에 관한 사항,보호구의 지급 등에 관한 사항,위험물질의 보관 및 출입 제한에 관한 사항,안전표시ㆍ안전수칙의 종류 및 게시에 관한 사항,"1,2,3,4,5"
산업안전지도사,2023,1,산업안전보건법령,8,산업안전보건법 제58조(유해한 작업의 도급금지) 규정의 일부이다. ( )에 들어갈 숫자로 옳은 것은?\n제58조(유해한 작업의 도급금지) ①～④ <생략>\n⑤ 고용노동부장관은 제4항에 따른 유효기간이 만료되는 경우에 사업주가 유효기간의 연장을 신청하면 승인의 유효기간이 만료되는 날의 다음 날부터 ( )년의 범위에서 고용노동부령으로 정하는 바에 따라 그 기간의 연장을 승인할 수 있다. <이하 생략>,,1,2,3,4,5,3
산업안전지도사,2023,1,산업안전보건법령,9,산업안전보건법령상 타워크레인 설치ㆍ해체업의 등록 등에 관한 설명으로 옳지 않은 것은?,,타워크레인 설치ㆍ해체업을 등록한 자가 등록한 사항 중 업체의 소재지를 변경할 때에는 변경등록을 하여야 한다.,"타워크레인을 설치하거나 해체하려는 자가 「국가기술자격법」에 따른 비계기능사의 자격을 가진 사람 3명을 보유하였다면, 타워크레인 설치ㆍ해체업을 등록할 수 있다.",송수신기는 타워크레인 설치ㆍ해체업의 장비기준에 포함된다.,타워크레인 설치ㆍ해체업을 등록하려는 자는 설치ㆍ해체업 등록신청서에 관련 서류를 첨부하여 주된 사무소의 소재지를 관할하는 지방고용노동관서의 장에게 제출해야 한다.,타워크레인 설치ㆍ해체업의 등록이 취소된 자는 등록이 취소된 날부터 2년 이내에는 타워크레인 설치ㆍ해체업으로 등록받을 수 없다.,2
산업안전지도사,2023,1,산업안전보건법령,10,산업안전보건법령상 안전검사를 면제할 수 있는 경우에 해당하지 않는 것은?,,「방위사업법」 제28조제1항에 따른 품질보증을 받은 경우,「선박안전법」 제8조부터 제12조까지의 규정에 따른 검사를 받은 경우,「에너지이용 합리화법」 제39조제4항에 따른 검사를 받은 경우,「항만법」 제26조제1항제3호에 따른 검사를 받은 경우,「화학물질관리법」 제24조제3항 본문에 따른 정기검사를 받은 경우,1
