Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer
소방설비산업기사(기계),2012,4,소방원론,1,물과 반응하여 가연성인 아세틸렌 가스를 발생시키는 것은?,,칼슘,아세톤,마그네슘,탄화칼슘,4
소방설비산업기사(기계),2012,4,소방원론,2,B급 화재에 해당하지 않는 것은?,,목탄의 연소,등유의 연소,아마인유의 연소,알코올류의 연소,1
소방설비산업기사(기계),2012,4,소방원론,3,다음 중 제4류 위험물이 아닌 것은?,,가솔린,메틸알코올,아닐린,트리니트로톨루엔,4
소방설비산업기사(기계),2012,4,소방원론,4,점화원이 될 수 없는 것은?,,충격마찰,대기압,정전기불꽃,전기불꽃,2
소방설비산업기사(기계),2012,4,소방원론,5,불타고 있는 유류화재 표면을 포소화약제로 덮어 소화하는 주된 소화법은?,,냉각소화,질식소화,연료제거 소화,연쇄반응차단 소화,2
소방설비산업기사(기계),2012,4,소방원론,6,제3종 분말소화약제의 주성분에 해당하는 것은?,,NH$_4$H$_2$PO$_4$,NaHCO$_3$,KHCO$_3$+(NH$_2$)$_2$CO,KHCO$_3$,1
소방설비산업기사(기계),2012,4,소방원론,7,이산화탄소가 소화약제로 사용되는 장점으로 옳지 않은 것은?,,단위 부피당의 무게가 공기보다 가볍다.,화학적으로 안정된 물질이다.,불연성이다.,전기 절연성이다.,1
소방설비산업기사(기계),2012,4,소방원론,8,연소범위에 대한 설명 중 틀린 것은?,,연소범위에는 상한값과 하한값이 있다.,온도가 올라가면 연소범위는 넓어진다.,연소범위가 좁을수록 폭발의 위험이 크다.,연소범위는 압력의 영향을 받는다.,3
소방설비산업기사(기계),2012,4,소방원론,9,표준상태에서 44.8m³의 용적을 가진 이산화탄소가스를 모두 액화하면 몇 kg인가?,,88,44,22,11,1
소방설비산업기사(기계),2012,4,소방원론,10,건축물의 주요 구조부에 해당하는 것은?,,작은 보,옥외 계단,지붕틀,최하층 바닥,3
소방설비산업기사(기계),2012,4,소방원론,11,0℃ 얼음의 용융잠열과 100℃ 물의 증발잠열을 옳게 나타낸 것은?,,"1cal/g, 22.4cal/g","1cal/g, 539cal/g","80cal/g, 22.4cal/g","80cal/g, 539cal/g",4
소방설비산업기사(기계),2012,4,소방원론,12,인화점(flash Point)을 가장 옳게 설명한 것은?,,가연성 액체가 증기를 계속 발생하여 연소가 지속될 수 있는 최저온도,가연성 증기 발생시 연소범위의 하한계에 이르는 최저온도,고체와 액체가 평형을 유지하며 공존할 수 있는 온도,가연성 액체의 포화증기압이 대기압과 같아지는 온도,2
소방설비산업기사(기계),2012,4,소방원론,13,LPG의 특성 중 옳지 않은 것은?,,기체 비중이 공기보다 무겁다.,순수한 LPG는 강한 자극적 냄새를 가지고 있다.,"상온, 상압에서 기체이다.",액체상태의 LPG가 기화하면 체적이 증가한다.,2
소방설비산업기사(기계),2012,4,소방원론,14,코크스의 일반적인 연소형태에 해당하는 것은?,,분해연소,증발연소,표면연소,자기연소,3
소방설비산업기사(기계),2012,4,소방원론,15,제3류 위험물 중 금수성 물질에 해당하는 것은?,,유황,탄화칼슘,황린,이황화탄소,2
소방설비산업기사(기계),2012,4,소방원론,16,"장기간 방치하면 습기, 고온 등에 의해 분해가 촉진되고, 분해열이 축적되면 자연발화 위험성이 있는 것은?",,셀룰로이드,질산나트륨,과망간산칼륨,과염소산,1
소방설비산업기사(기계),2012,4,소방원론,17,산소의 공급이 원활하지 못한 화재실에 급격히 산소가 공급이 될 경우 순간적으로 연소하여 화재가 폭풍을 동반하여 실외로 분출하는 현상은?,,후래쉬 오버,보일 오버,백 드래프트,슬롭 오버,3
소방설비산업기사(기계),2012,4,소방원론,18,공기 중의 산소는 용적으로 약 몇 % 정도인가?,,15,21,28,32,2
소방설비산업기사(기계),2012,4,소방원론,19,가연물이 서서히 산화되어 축적된 열에 의해 발화하는 현상을 무엇이라 하는가?,,분해연소,자기연소,자연발화,폭굉,3
소방설비산업기사(기계),2012,4,소방원론,20,안전을 위해서 물속에 저장하는 물질은?,,나트륨,칼륨,이황화탄소,과산화나트륨,3
소방설비산업기사(기계),2012,4,소방유체역학,21,그림과 같이 수평관에서 2개소의 압력 차를 측정하기 위해 하부에 수은을 넣은 U자관을 부착시켰다. 이 때 U자관에서 수은의 높이차 h=500mm이었다면 압력차 $P_1-P_2$는 약 몇 kPa인가?,O,66.6,61.7,60.5,50.4,2
소방설비산업기사(기계),2012,4,소방유체역학,22,"성능이 같은 펌프 두 대를 병렬 운전할 경우 옳은 것은? (단, 손실은 무시한다.)",,유량이 2배로 된다.,양정이 2배로 된다.,유량과 양정 모두 2배로 된다.,유량은 2배로 되지만 양정은 반으로 준다.,1
소방설비산업기사(기계),2012,4,소방유체역학,23,그림과 같이 속도 3m/s로 운동하는 평판에 속도 10m/s인 물 분류가 직각으로 충돌하고 있다. 분류의 단면적이 0.01m²으로 일정하다고 하면 평판이 받는 힘은 몇 N인가?,O,98,490,700,1000,2
소방설비산업기사(기계),2012,4,소방유체역학,24,"전양정 20m, 질량유량 150kg/s로 물을 송출할 때 소요되는 펌프의 축동력(shaft power)이 42kW이면 펌프의 효율(%)은?",,70,74,76,80,1
소방설비산업기사(기계),2012,4,소방유체역학,25,이상유체에 대한 설명으로 옳은 것은?,,"점성이며, 압축성 유체","비점성이며, 압축성 유체","점성이며, 비압축성 유체","비점성이며, 비압축성 유체",4
소방설비산업기사(기계),2012,4,소방유체역학,26,"밑면이 8m×3m, 깊이가 4m인 철제 상자가 물 위에 떠있다. 상자의 무게를 196kN이라 할 때 이 상자는 물속 몇 m 깊이까지 들어가 있는가?",,0.83,0.91,0.98,1.04,1
소방설비산업기사(기계),2012,4,소방유체역학,27,질량보존의 법칙으로부터 유도된 방정식은?,,$\\tau = \\mu \\frac{du}{dy}$,$pv=RT$,$\\rho_1 A_1 v_1 = \\rho_2 A_2 v_2$,$\\frac{p_1}{\\gamma} + \\frac{v_1^2}{2g} + z_1 = \\frac{p_2}{\\gamma} + \\frac{v_2^2}{2g} + z_2$,3
소방설비산업기사(기계),2012,4,소방유체역학,28,다음 중 무차원수에 대한 물리적 의미가 틀린 것은?,,레이놀즈수=관성력/점성력,오일러수=압력/관성력,웨버수=관성력/점성력,코시수=관성력/탄성력,3
