Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer
소방설비산업기사(기계),2004,2,소방원론,1,산소의 농도를 어느 일정치 이하로 낮추어 화재를 진압하는 소화방법은?,,부촉매소화,냉각소화,제거소화,질식소화,4
소방설비산업기사(기계),2004,2,소방원론,2,"다음중 연소하고 있는 드럼통에 물소화설비를 사용하여 효과적으로 끌 수 있는 물질은? (단, 괄호안은 물질의 비중)",,벤젠(0.879),아세톤(0.792),이황화탄소(1.274),에틸알콜(0.730),3
소방설비산업기사(기계),2004,2,소방원론,3,B급 화재는 어떤 화재인가?,,금속화재,일반화재,전기화재,유류화재,4
소방설비산업기사(기계),2004,2,소방원론,4,건축물에 화재가 발생할 때 연소확대를 방지하기 위한 계획에 해당되지 않는 것은?,,수직계획,피난계획,수평계획,용도계획,2
소방설비산업기사(기계),2004,2,소방원론,5,고체 가연물질(용융물질)의 연소과정에서 일반적으로 거치는 4단계의 순서는?,,용융 - 열분해 - 기화 - 연소,열분해 - 용융 - 기화 - 연소,기화 - 용융 - 열분해 - 연소,열분해 - 기화 - 용융 - 연소,1
소방설비산업기사(기계),2004,2,소방원론,6,전기화재의 원인으로 볼 수 없는 것은?,,승압에 의한 발화,과전류에 의한 발화,누전에 의한 발화,단락에 의한 발화,1
소방설비산업기사(기계),2004,2,소방원론,7,실내화재에 있어서 후레쉬 오버 시점에서의 실내온도는 일반적으로 몇 ℃ 정도인가?,,500~600,800~1000,1500~1600,2000~2100,2
소방설비산업기사(기계),2004,2,소방원론,8,버너의 불꽃을 제거한 때부터 불꽃을 올리지 아니하고 연소하는 상태가 그칠 때까지의 경과시간은?,,방진시간,방염시간,잔진시간,잔염시간,3
소방설비산업기사(기계),2004,2,소방원론,9,자연발화에 대한 설명으로 틀린 것은?,,외부로부터 열의 공급을 받지 않고 온도가 상승하는 현상이다.,물질의 온도가 발화점 이상이면 자연발화한다.,다공질이고 열전도가 작은 물질일수록 자연발화가 일어나기 어렵다.,기름걸레가 적층되어 있으면 자연발화가 일어나기 쉽다.,3
소방설비산업기사(기계),2004,2,소방원론,10,가연물질이 재로 덮인 숯불모양으로 불꽃없이 착화하는 것을 나타내고 있는 것은?,,발염착화,무염착화,맹화,진화,2
소방설비산업기사(기계),2004,2,소방원론,11,제4류 위험물로 특수인화물에 해당되는 것은?,,파라핀,금속칼슘,디에틸에테르,농황산,3
소방설비산업기사(기계),2004,2,소방원론,12,착화 온도(착화점)가 가장 높은 물질은?,,석탄,프로판,메탄,셀룰로이드,3
소방설비산업기사(기계),2004,2,소방원론,13,소방대상물에서 방화관리자가 작성하는 소방계획서내에 포함되지 않는 것은?,,화재예방을 위한 자체검사계획,화재시 화재실 진입에 따른 전술 계획,인원의 수용계획에 관한 사항,소방훈련 및 교육계획,2
소방설비산업기사(기계),2004,2,소방원론,14,냉각소화에 사용되는 것으로 가장 흔한 것은?,,포,물,이산화탄소,할론,2
소방설비산업기사(기계),2004,2,소방원론,15,CO$_2$ 농도가 10% 정도 방사 되었을 때 인체에 미치는 영향은?,,마취성,동상,질식성,중독(독성),3
소방설비산업기사(기계),2004,2,소방원론,16,위험물의 제조소에서 게시판에 주의사항을 표시하려고 한다. 제4류위험물에 대한 표시는 어떻게 하는 것이 적당하겠는가?,,물기주의,접근금지,화기엄금,충격주의,3
소방설비산업기사(기계),2004,2,소방원론,17,지하층 화재특성에 대한 설명으로 옳지 않은 것은?,,발화점을 찾기가 어렵고 내부상황을 파악하기가 어렵다.,규모에 따라서 차이는 있겠으나 지상 소방대상물에 비하여 진압활동의 어려움이 더 크다.,지하공간 화재는 연기로 인한 질식의 우려와 피난로의 확보가 매우 불투명하므로 주의하여야 한다.,지하공간과 지상공간이 연결되어 있는 구역은 피난을 위하여 방화구획을 하지 않는 것이 바람직하다.,4
소방설비산업기사(기계),2004,2,소방원론,18,공기중 가연물의 위험도(H)가 가장 작은것은?,,에테르,수소,에틸렌,프로판,4
소방설비산업기사(기계),2004,2,소방원론,19,연소반응과 관계있는 것은?,,산화반응,착화반응,환원반응,열발생 속도반응,1
소방설비산업기사(기계),2004,2,소방원론,20,화재의 종류와 표시색이 잘못 짝지워 진 것은?,,B급 - 적색,C급 - 청색,D급 - 무색,A급 - 백색,1
소방설비산업기사(기계),2004,2,소방유체역학,21,제2종 분말 소화약제의 주성분은?,,탄산수소칼륨(KHCO$_3$),탄산수소나트륨(NaHCO$_3$),제1인산암모늄(NH$_4$H$_2$PO$_4$),탄산수소칼륨 + 요소,1
소방설비산업기사(기계),2004,2,소방유체역학,22,그림과 같이 평판이 u = 10m/s의 속도로 움직이고 있다. 노즐에서 20m/s의 속도로 분출된 분류(면적 0.02m$^2$)가 평판에 수직으로 충돌할 때 평판이 받는 힘은 얼마인가?,O,1kN,2kN,3kN,4kN,2
소방설비산업기사(기계),2004,2,소방유체역학,23,다음 화학식 중 포소화기 약제를 방출표시하는 반응식은?,,6NaHCO$_3$+Al$_2$(SO$_4$)$_3$·18H$_2$O → 6CO$_2$+3Na$_2$SO$_4$+2Al(OH)$_3$+18H$_2$O,H$_2$SO$_4$+2NaHCO$_3$ → Na$_2$CO$_3$+2CO$_2$+2H$_2$O,2NaHCO$_3$ → Na$_2$CO$_3$+CO$_2$+H$_2$O,NH$_4$H$_2$PO$_4$ → H$_3$PO$_4$+NH$_3$,1
소방설비산업기사(기계),2004,2,소방유체역학,24,"어느 용기에서 압력(P)과 체적(V)의 관계는 다음과 같다. P=(50V+10)×10$^2$kPa, 체적이 2m$^3$에서 4m$^3$으로 변하는 경우 일량은 몇 MJ인가? (단, 체적 V의 단위는 m$^3$이다.)",,30,32,34,36,2
소방설비산업기사(기계),2004,2,소방유체역학,25,소화배관 내의 유체유량 및 유속을 측정할 수 있는 기기가 아닌 것은?,,마노미터,벤투리미터,로타미터,오리피스미터,1
소방설비산업기사(기계),2004,2,소방유체역학,26,"이상기체를 등온압축시킬 때 체적탄성계수는? (단, P는 압력, k는 비열비)",,1/P,P/k,P,kP,3
소방설비산업기사(기계),2004,2,소방유체역학,27,"관의 등가길이(등가관장)의 정의는? (단, 손실계수 K, 관 지름 d, 마찰계수 f)",,Kfd,fd/K,Kd/f,Kf/d,3
소방설비산업기사(기계),2004,2,소방유체역학,28,케비테이션(공동 현상)의 발생 원인과 관계가 먼 것은?,,펌프의 설치위치가 물탱크보다 높을 때,관내의 유체가 고온일 때,펌프의 임펠러 속도가 클 때,펌프의 흡입측 수두가 작을 때,4
소방설비산업기사(기계),2004,2,소방유체역학,29,원관에 유체가 층류로 흐를 때 최대속도(U$_{max}$)와 평균속도(V)와의 관계를 나타낸 것 중 맞는 것은?,O,$V=3U_{max}$,$V=\frac{U_{max}}{2}$,$V=\frac{U_{max}}{\sqrt{2}}$,$V=\sqrt{2}U_{max}$,2
소방설비산업기사(기계),2004,2,소방유체역학,30,"트랜지스터의 접점과 케이스의 정격 열저항은 2℃/W이고, 케이스와 주위와의 열저항은 30℃/W이다. 주위 온도는 20℃, 동력방출은 1W일 때 접점의 온도는 얼마인가?",,32℃,42℃,52℃,62℃,3
소방설비산업기사(기계),2004,2,소방유체역학,31,"직경 7.62cm, 길이가 10m인 소방호스에 1.67×10$^{-3}$m$^3$/s의 물이 흐르고 있을때 평균유속을 구하면 몇 m/s인가?",,0.27,0.37,0.47,0.57,2
