Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer
소방설비산업기사(기계),2008,1,소방원론,1,다음 중 점화원이 될 수 없는 것은?,,정전기,기화열,전기불꽃,마찰열,2
소방설비산업기사(기계),2008,1,소방원론,2,다음 위험물 중 제2류 위험물인 가연성 고체에 해당하는 것은?,,칼륨,나트륨,질산에스테르류,마그네슘,4
소방설비산업기사(기계),2008,1,소방원론,3,연소의 기본 3요소라 할 수 없는 것은?,,증발잠열,점화원,산소공급원,가연물,1
소방설비산업기사(기계),2008,1,소방원론,4,"부피비로 메탄 80%, 에탄 15%, 프로판 4%, 부탄 1%인 혼합기체가 있다. 이 기체의 공기 중에서의 폭발한계는 약 몇 vol%인가? (단, 공기 중 단일 가스의 폭발한계는 메탄 5vol%, 에탄 2vol%, 프로판 2vol%, 부탄 1.8vol%이다.)",,2.2,3.8,4.9,6.2,2
소방설비산업기사(기계),2008,1,소방원론,5,폴리염화비닐이 연소할 때 생성되는 연소가스에 해당하지 않는 것은?,,HCl,CO$_2$,CO,SO$_2$,4
소방설비산업기사(기계),2008,1,소방원론,6,분말소화약제에 사용되는 제1인산암모늄의 열분해시 생성되지 않는 것은?,,H$_2$O,NH$_3$,HPO$_3$,CO$_2$,4
소방설비산업기사(기계),2008,1,소방원론,7,'압력이 일정할 때 기체의 부피는 절대온도에 비례하여 변한다.'라고 하는 것을 무슨 법칙이라 하는가?,,보일의 법칙,샤를의 법칙,아보가드로의 법칙,뉴톤의 제1법칙,2
소방설비산업기사(기계),2008,1,소방원론,8,다음 중 패닉(panic) 현상의 직접적인 발생원인과 가장 거리가 먼 것은?,,연기에 의한 시계제한,유독가스에 의한 호흡장애,경종의 발령에 의한 청각장애,외부와의 단절로 인한 고립,3
소방설비산업기사(기계),2008,1,소방원론,9,소방시설의 분류에서 다음 중 소화설비에 해당하지 않는 것은?,,스프링클러설비,수동식소화기,옥내소화전설비,연결송수관설비,4
소방설비산업기사(기계),2008,1,소방원론,10,다음 가스 중 유독성이 커서 화재시 인명 피해시 위험성이 높은 가스는?,,N$_2$,O$_2$,CO,H$_2$,3
소방설비산업기사(기계),2008,1,소방원론,11,다음 중 피난설비와는 관계가 없는 것은?,,유도등,완강기,비상콘센트설비,휴대용비상조명등,3
소방설비산업기사(기계),2008,1,소방원론,12,다음 중 코크스의 일반적인 연소형태에 해당하는 것은?,,분해연소,증발연소,표면연소,자기연소,3
소방설비산업기사(기계),2008,1,소방원론,13,공기 중의 산소농도를 희박하게 하여 소화하는 방법에 해당하는 것은?,,파괴소화,제거소화,냉각소화,질식소화,4
소방설비산업기사(기계),2008,1,소방원론,14,물 1g이 100℃에서 수증기로 되었을 때의 부피는 1기압을 기준으로 약 몇 L인가?,,0.3,1.7,10.8,22.4,2
소방설비산업기사(기계),2008,1,소방원론,15,다음 중 메탄가스의 공기 중 연소범위(vol%)에 가장 가까운 것은?,,2.1 ~ 9.5,5 ~ 15,2.5 ~ 81,4 ~ 75,2
소방설비산업기사(기계),2008,1,소방원론,16,B급 화재는 다음 중 어떤 화재인가?,,금속화재,일반화재,전기화재,유류화재,4
소방설비산업기사(기계),2008,1,소방원론,17,다음 한계산소농도에 대한 설명 중 틀린 것은?,,"가연물의 종류, 소화약제의 종류와 관계없이 항상 일정한 값을 갖는다.",연소가 중단되는 산소의 한계농도이다.,한계산소농도는 질식소화와 관계가 있다.,소화에 필요한 이산화탄소소화약제의 양을 구할 때 사용될 수 있다.,1
소방설비산업기사(기계),2008,1,소방원론,18,가연물이 되기 쉬운 조건이 아닌 것은?,,열전도율이 커야 한다.,발열량이 커야 한다.,활성화에너지가 작아야 한다.,산소와의 친화력이 큰 물질이어야 한다.,1
소방설비산업기사(기계),2008,1,소방원론,19,건축물의 화재 발생시 열전달 방법과 가장 관계가 먼 것은?,,전도,대류,복사,환류,4
소방설비산업기사(기계),2008,1,소방원론,20,피난계획의 일반원칙 중 fail safe에 대한 설명으로 옳은 것은?,,한 가지 피난기구가 고장이 나도 다른 수단을 이용할 수 있도록 고려하는 것,피난설비를 반드시 이동식으로 하는 것,본능적 상태에서도 쉽게 식별이 가능하도록 그림이나 색채를 이용하는 것,피난수단을 조작이 간편한 원시적인 방법으로 설계하는 것,1
소방설비산업기사(기계),2008,1,소방유체역학,21,"관 속의 부속품을 통한 유체 흐름에서 관의 등가길이(상당길이)를 표현하는 식은? (단, 부차손실계수 K, 관 지름 d, 관 마찰계수 f)",,Kfd,fd/K,Kd/f,Kf/d,3
