Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Option 5,Answer
산업안전지도사,2020,1,산업안전보건법령,1,산업안전보건법령상 협조 요청 등에 관한 설명으로 옳지 않은 것은?,,고용노동부장관은 산업재해 예방에 관한 기본계획을 효율적으로 시행하기 위하여 필요하다고 인정할 때에는 관계 행정기관의 장에게 필요한 협조를 요청할 수 있다.,고용노동부를 제외한 행정기관의 장은 사업장의 안전에 관하여 규제를 하려면 미리 고용노동부장관과 협의하여야 한다.,"고용노동부를 제외한 행정기관의 장은 고용노동부장관이 협의과정에서 해당 규제에 대한 변경을 요구하면 이에 따라야 하며, 고용노동부장관은 필요한 경우 국무총리에게 협의ㆍ조정 사항을 보고하여 확정할 수 있다.",고용노동부장관은 산업재해 예방을 위하여 필요하다고 인정할 때에는 사업주에게 필요한 사항을 권고할 수 있다.,고용노동부장관이 산정ㆍ통보한 산업재해발생률에 불복하는 건설업체는 통보를 받은 날부터 15일 이내에 고용노동부장관에게 이의를 제기하여야 한다.,5
산업안전지도사,2020,1,산업안전보건법령,2,산업안전보건법령상 산업재해발생건수등의 공표에 관한 설명으로 옳지 않은 것은?,,고용노동부장관은 산업재해를 예방하기 위하여 사망재해자가 연간 2명 이상 발생한 사업장의 산업재해발생건수등을 공표하여야 한다.,고용노동부장관은 산업재해를 예방하기 위하여 중대산업사고가 발생한 사업장의 산업재해발생건수등을 공표하여야 한다.,고용노동부장관은 도급인의 사업장 중 대통령령으로 정하는 사업장에서 관계수급인 근로자가 작업을 하는 경우에 도급인의 산업재해발생건수등에 관계수급인의 산업재해발생건수등을 포함하여 공표하여야 한다.,산업재해발생건수등의 공표의 절차 및 방법에 관한 사항은 대통령령으로 정한다.,고용노동부장관은 산업재해발생건수등을 공표하기 위하여 도급인에게 관계수급인에 관한 자료의 제출을 요청할 수 있다.,4
산업안전지도사,2020,1,산업안전보건법령,3,산업안전보건법령상 안전보건표지에 관한 설명으로 옳지 않은 것은?,,안전보건표지의 표시를 명확히 하기 위하여 필요한 경우에는 그 안전보건표지의 주위에 표시사항을 흰색 바탕에 검은색 한글고딕체로 표기한 글자로 덧붙여 적을 수 있다.,사업주는 사업장에 설치한 안전보건표지의 색도기준이 유지되도록 관리해야 한다.,안전보건표지의 성질상 부착하는 것이 곤란한 경우에도 해당 물체에 직접 도색할 수 없다.,안전보건표지 속의 그림의 크기는 안전보건표지 전체 규격의 30 퍼센트 이상이 되어야 한다.,안전보건표지는 쉽게 변형되지 않는 재료로 제작해야 한다.,3
산업안전지도사,2020,1,산업안전보건법령,4,산업안전보건법령상 안전보건관리책임자의 업무에 해당하는 것을 모두 고른 것은?\n\nㄱ. 사업장의 산업재해 예방계획의 수립에 관한 사항\nㄴ. 산업재해에 관한 통계의 기록에 관한 사항\nㄷ. 작업환경측정 등 작업환경의 점검에 관한 사항\nㄹ. 산업재해의 재발 방지대책 수립에 관한 사항,,"ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄹ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",5
산업안전지도사,2020,1,산업안전보건법령,5,산업안전보건법령상 안전관리자에 관한 설명으로 옳지 않은 것은?,,"사업의 종류가 건설업(공사금액 150억원)인 경우, 그 사업주는 사업장에 안전관리자를 두어야 한다.",대통령령으로 정하는 사업의 종류 및 사업장의 상시근로자 수에 해당하는 사업장의 사업주는 안전관리전문기관에 안전관리자의 업무를 위탁할 수 있다.,사업주가 안전관리자를 배치할 때에는 연장근로ㆍ야간근로 등 해당 사업장의 작업 형태를 고려해야 한다.,사업주는 안전관리자를 선임한 경우에는 고용노동부령으로 정하는 바에 따라 선임한 날부터 7일 이내에 고용노동부장관에게 그 사실을 증명할 수 있는 서류를 제출해야 한다.,고용노동부장관은 산업재해 예방을 위하여 필요한 경우로서 고용노동부령으로 정하는 사유에 해당하는 경우에는 사업주에게 안전관리자를 대통령령으로 정하는 수 이상으로 늘릴 것을 명할 수 있다.,4
산업안전지도사,2020,1,산업안전보건법령,6,산업안전보건법령상 산업안전보건위원회에 관한 설명으로 옳지 않은 것은?,,산업안전보건위원회는 근로자위원과 사용자위원을 같은 수로 구성ㆍ운영하여야 한다.,산업안전보건위원회의 위원장은 위원 중에서 고용노동부장관이 정한다.,"산업안전보건위원회는 단체협약, 취업규칙에 반하는 내용으로 심의ㆍ의결해서는 아니 된다.",사업주는 산업안전보건위원회의 위원에게 직무 수행과 관련한 사유로 불리한 처우를 해서는 아니 된다.,산업안전보건위원회의 회의는 근로자위원 및 사용자위원 각 과반수의 출석으로 개의(開議)하고 출석위원 과반수의 찬성으로 의결한다.,2
산업안전지도사,2020,1,산업안전보건법령,7,산업안전보건법령상 안전보건관리규정에 관한 설명으로 옳은 것은?,,'안전보건교육에 관한 사항'은 안전보건관리규정에 포함되지 않는다.,상시근로자 수가 100명인 금융업의 경우 안전보건관리규정을 작성해야 한다.,사업주가 안전보건관리규정을 작성할 때에는 소방ㆍ가스ㆍ전기ㆍ교통 분야 등의 다른 법령에서 정하는 안전관리에 관한 규정과 통합하여 작성할 수 있다.,산업안전보건위원회가 설치되어 있지 아니한 사업장의 사업주가 안전보건관리규정을 변경할 경우 근로자대표의 동의를 받지 않아도 된다.,사업주는 안전보건관리규정을 작성해야 할 사유가 발생한 날부터 15일 이내에 이를 작성해야 한다.,3
산업안전지도사,2020,1,산업안전보건법령,8,산업안전보건법령상 도급의 승인 등에 관한 설명으로 옳은 것을 모두 고른 것은?\n\nㄱ. 고용노동부장관은 사업주가 유해한 작업의 도급금지 의무위반에 해당하는 경우에는 10억원 이하의 과징금을 부과ㆍ징수할 수 있다.\nㄴ. 도급승인 신청을 받은 지방고용노동관서의 장은 도급승인 기준을 충족한 경우 신청서가 접수된 날부터 30일 이내에 승인서를 신청인에게 발급해야 한다.\nㄷ. 도급에 대한 변경승인을 받으려는 자는 안전 및 보건에 관한 평가결과의 서류를 첨부하여 관할 지방고용노동관서의 장에게 제출해야 한다.,,ㄱ,ㄴ,ㄷ,"ㄱ, ㄷ","ㄴ, ㄷ",1
산업안전지도사,2020,1,산업안전보건법령,9,산업안전보건법령상 도급인의 안전조치 및 보건조치 등에 관한 설명으로 옳은 것은?,,관계수급인 근로자가 도급인의 토사석 광업 사업장에서 작업을 하는 경우 도급인은 1주일에 1회 작업장 순회점검을 실시하여야 한다.,도급인은 관계수급인 근로자의 산업재해 예방을 위해 보호구 착용 지시 등 관계수급인 근로자의 작업행동에 관한 직접적인 조치도 포함하여 필요한 안전조치를 하여야 한다.,안전 및 보건에 관한 협의체는 회의를 분기별 1회 정기적으로 개최하여야 한다.,관계수급인 근로자가 도급인의 사업장에서 작업하는 경우 도급인은 위생시설 등 고용노동부령으로 정하는 시설의 설치 등을 위하여 필요한 장소의 제공 또는 도급인이 설치한 위생시설 이용의 협조를 이행하여야 한다.,"도급에 따른 산업재해 예방조치의무에 따라 도급인이 작업장의 안전 및 보건에 관한 합동점검을 할 때에는 도급인, 관계수급인, 도급인 및 관계수급인의 근로자 각 2명으로 점검반을 구성하여야 한다.",4
산업안전지도사,2020,1,산업안전보건법령,10,"산업안전보건법령상 안전보건관리담당자는 고용노동부장관이 실시하는 안전보건에 관한 보수교육을 최소 몇 시간 이상 받아야 하는가? (단, 보수교육의 면제사유 등은 고려하지 않음)",,4시간,6시간,8시간,24시간,34시간,3
