Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Option 5,Answer
산업안전지도사,2016,1_B,산업안전보건법령,1,산업안전보건법령상 안전ㆍ보건표지의 분류별 종류와 색채가 올바르게 연결된 것은?,,"지시표지(방독마스크 착용) - 바탕은 파란색, 관련 그림은 흰색","금지표지(물체이동금지) - 바탕은 흰색, 기본모형은 녹색, 관련 부호 및 그림은 흰색","경고표지(폭발성물질 경고) - 바탕은 노란색, 기본모형, 관련 부호 및 그림은 흰색","안내표지(비상용기구) - 바탕은 흰색, 기본모형은 빨간색, 관련 부호 및 그림은 검은색","안내표지(응급구호표지) - 바탕은 무색, 기본모형은 검은색",1
산업안전지도사,2016,1_B,산업안전보건법령,2,산업안전보건법령상 사업주가 이행하여야 할 의무에 해당하는 것은?,,사업장에 대한 재해 예방 지원 및 지도,근로자의 신체적 피로와 정신적 스트레스 등을 줄일 수 있는 쾌적한 작업환경 조성 및 근로조건 개선,유해하거나 위험한 기계ㆍ기구ㆍ설비 및 물질 등에 대한 안전ㆍ보건상의 조치기준 작성 및 지도ㆍ감독,산업재해에 관한 조사 및 통계의 유지ㆍ관리,안전ㆍ보건을 위한 기술의 연구ㆍ개발 및 시설의 설치ㆍ운영,2
산업안전지도사,2016,1_B,산업안전보건법령,3,산업안전보건법령상 산업재해 발생 보고에 관한 설명이다. ( )안에 들어갈 내용을 순서대로 올바르게 나열한 것은?\n\n사업주는 산업재해로 사망자가 발생하거나 ( ㄱ ) 이상의 휴업이 필요한 부상을 입거나 질병에 걸린 사람이 발생한 경우에는 산업안전보건법 제10조 제2항에 따라 해당 산업재해가 발생한 날부터 ( ㄴ ) 이내에 별지 제1호서식의 산업재해조사표를 작성하여 관할 지방고용노동청장 또는 지청장에게 제출(전자문서에 의한 제출을 포함한다)하여야 한다.,,"ㄱ: 1일, ㄴ: 1개월","ㄱ: 2일, ㄴ: 14일","ㄱ: 3일, ㄴ: 1개월","ㄱ: 5일, ㄴ: 2개월","ㄱ: 5일, ㄴ: 3개월",3
산업안전지도사,2016,1_B,산업안전보건법령,4,산업안전보건법령상 안전관리전문기관에 대한 지정의 취소 등에 관한 설명으로 옳지 않은 것은?,,고용노동부장관은 안전관리전문기관이 지정요건을 충족하지 못한 경우 반드시 지정을 취소하여야 한다.,고용노동부장관은 안전관리전문기관이 거짓이나 그 밖의 부정한 방법으로 지정을 받은 경우 지정을 취소하여야 한다.,고용노동부장관은 안전관리전문기관이 지정받은 사항을 위반하여 업무를 수행한 경우 6개월 이내의 기간을 정하여 그 업무의 정지를 명할 수 있다.,안전관리전문기관은 고용노동부장관으로부터 지정이 취소된 경우에 그 지정이 취소된 날부터 2년 이내에는 안전관리전문기관으로 지정받을 수 없다.,고용노동부장관이 안전관리전문기관에 대하여 업무의 정지를 명하여야 하는 경우에 그 업무정지가 이용자에게 심한 불편을 주거나 공익을 해할 우려가 있다고 인정하면 업무정지처분에 갈음하여 1억원 이하의 과징금을 부과할 수 있다.,1
산업안전지도사,2016,1_B,산업안전보건법령,5,산업안전보건법령상 산업안전보건위원회에 관한 설명으로 옳지 않은 것은?,,사업주는 산업안전ㆍ보건에 관한 중요 사항을 심의ㆍ의결하기 위하여 근로자와 사용자가 같은 수로 구성되는 산업안전보건위원회를 설치ㆍ운영하여야 한다.,사업주는 유해하거나 위험한 기계ㆍ기구와 그 밖의 설비를 도입한 경우 안전ㆍ보건조치에 관한 사항에 대하여는 산업안전보건위원회의 심의ㆍ의결을 거쳐야 한다.,산업안전보건위원회의 위원장은 위원 중에서 호선(互選)한다. 이 경우 근로자위원과 사용자위원 중 각 1명을 공동위원장으로 선출할 수 있다.,"사업주는 안전보건관리규정을 작성하거나 변경할 때에는 산업안전보건위원회의 심의ㆍ의결을 거쳐야 한다. 다만, 산업안전보건위원회가 설치되어 있지 아니한 사업장의 경우에는 근로자대표의 동의를 받아야 한다.",산업안전보건위원회는 산업안전ㆍ보건에 관한 중요사항에 대하여 심의ㆍ의결을 하지만 해당 사업장 근로자의 안전과 보건을 유지ㆍ증진시키기 위하여 필요한 사항을 정할 수 없다.,5
산업안전지도사,2016,1_B,산업안전보건법령,6,산업안전보건법령상 작업중지 등에 관한 설명으로 옳지 않은 것은?,,사업주는 산업재해가 발생할 급박한 위험이 있을 때 또는 중대재해가 발생하였을 때에는 즉시 작업을 중지시키고 근로자를 작업장소로부터 대피시키는 등 필요한 안전ㆍ보건상의 조치를 한 후 작업을 다시 시작하여야 한다.,근로자는 산업재해가 발생할 급박한 위험으로 인하여 작업을 중지하고 대피하였을 때에는 사태가 안정된 후에 그 사실을 위 상급자에게 보고하는 등 적절한 조치를 취하여야 한다.,사업주는 산업재해가 발생할 급박한 위험이 있다고 믿을 만한 합리적인 근거가 있을 때에는 산업안전보건법의 규정에 따라 작업을 중지하고 대피한 근로자에 대하여 이를 이유로 해고나 그 밖의 불리한 처우를 하여서는 아니 된다.,"고용노동부장관은 중대재해가 발생하였을 때에는 그 원인 규명 또는 예방대책 수립을 위하여 중대재해 발생원인을 조사하고, 근로감독관과 관계 전문가로 하여금 고용노동부령으로 정하는 바에 따라 안전ㆍ보건진단이나 그 밖에 필요한 조치를 하도록 할 수 있다.",누구든지 중대재해 발생현장을 훼손하여 중대재해 발생의 원인조사를 방해하여서는 아니 된다.,2
산업안전지도사,2016,1_B,산업안전보건법령,7,산업안전보건법령상 안전보건관리규정 작성 시 포함되어야 할 사항이 아닌 것은?,,사고 조사 및 대책 수립에 관한 사항,안전ㆍ보건 관리조직과 그 직무에 관한 사항,작업장 안전관리에 관한 사항,작업장 건설과 민원대책에 관한 사항,작업장 보건관리에 관한 사항,4
산업안전지도사,2016,1_B,산업안전보건법령,8,산업안전보건법령상 사업주가 작업 중 위험을 방지하기 위하여 필요한 안전조치를 취해야 할 장소가 아닌 것은?,,근로자가 추락할 위험이 있는 장소,토사ㆍ구축물 등이 붕괴할 우려가 있는 장소,방사선ㆍ유해광선ㆍ고온ㆍ저온ㆍ초음파ㆍ소음ㆍ진동ㆍ이상기압 등에 의한 건강장해의 우려가 있는 장소,물체가 떨어지거나 날아올 위험이 있는 장소,작업 시 천재지변으로 인한 위험이 발생할 우려가 있는 장소,3
산업안전지도사,2016,1_B,산업안전보건법령,9,산업안전보건법령상 고용노동부장관이 실시하는 안전ㆍ보건에 관한 직무교육을 받아야 할 대상자를 모두 고른 것은?\n\nㄱ. 안전보건관리책임자(관리책임자)\nㄴ. 관리감독자\nㄷ. 안전관리자\nㄹ. 보건관리자\nㅁ. 재해예방 전문지도기관의 종사자,,"ㄱ, ㄴ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ","ㄴ, ㄹ, ㅁ","ㄱ, ㄷ, ㄹ, ㅁ",5
산업안전지도사,2016,1_B,산업안전보건법령,10,산업안전보건법령상 도급사업 시의 안전ㆍ보건조치 등을 위하여 2일에 1회 이상 순회점검하여야 하는 사업의 작업장에 해당하지 않는 것은?,,건설업의 작업장,정보서비스업의 작업장,제조업의 작업장,토사석 광업의 작업장,음악 및 기타 오디오물 출판업의 작업장,2
