Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer
소방설비산업기사(기계),2009,1,소방원론,1,"수분과 접촉하면 위험하며 경유, 유동파라핀 등과 같은 보호액에 보관하여야 하는 위험물은?",,과산화수소,이황화탄소,황,칼륨,4
소방설비산업기사(기계),2009,1,소방원론,2,내화구조의 지붕에 해당하지 않는 구조는?,,철근콘크리트조,철골철근콘크리트조,철재로 보강된 유리블록,무근콘크리트조,4
소방설비산업기사(기계),2009,1,소방원론,3,질소가 가연물이 될 수 없는 이유는?,,산소와 결합시 흡열반응을 하기 때문이다.,비중이 작기 때문이다.,연소 시 화염이 없기 때문이다.,산소와 반응이 불가능하기 때문이다.,1
소방설비산업기사(기계),2009,1,소방원론,4,건축물의 주요구조부에서 제외되는 것은?,,지붕,내력벽,바닥,사이기둥,4
소방설비산업기사(기계),2009,1,소방원론,5,물의 증발잠열을 이용한 주요 소화작용에 해당하는 것은?,,희석작용,염 억제작용,냉각작용,질식작용,3
소방설비산업기사(기계),2009,1,소방원론,6,피난대책의 일반적 원칙이 아닌 것은?,,2방향의 피난 통로를 확보한다.,피난경로는 간단 명료하게 한다.,피난설비는 고정설비를 위주로 설치한다.,원시적인 방법보다는 전자설비를 이용한다.,4
소방설비산업기사(기계),2009,1,소방원론,7,제5류 위험물의 니트로화합물에 속하는 것은?,,피크리산,니트로글리세린,휘발유,아세트알데히드,1
소방설비산업기사(기계),2009,1,소방원론,8,공기 중의 산소농도는 약 몇 vol%인가?,,15,21,27,31,2
소방설비산업기사(기계),2009,1,소방원론,9,화재의 원인이 되는 발화원으로 볼 수 없는 것은?,,화학반응열,전기적인 열,기화잠열,마찰열,3
소방설비산업기사(기계),2009,1,소방원론,10,15℃의 물 10kg이 100℃의 수증기가 되기 위해서는 약 몇 kcal의 열량이 필요한가?,,850,"1,650","5,390","6,240",4
소방설비산업기사(기계),2009,1,소방원론,11,기체연료의 연소형태로서 연료와 공기를 인접한 2개의 분출구에서 각각 분출시켜 연소를 일으키게 하는 것은?,,증발연소,자기연소,확산연소,분해연소,3
소방설비산업기사(기계),2009,1,소방원론,12,화씨 122°F는 섭씨 몇 ℃인가?,,40,50,60,70,2
소방설비산업기사(기계),2009,1,소방원론,13,인화점에 대한 설명으로 틀린 것은?,,가연성 액체의 인화와 관계가 있다.,점화원의 존재와 연관된다.,연소가 지속적으로 확산될 수 있는 최저온도이다.,연료의 조성에 따라 달라진다.,3
