Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Option 5,Answer
산업안전지도사,2024,1,산업안전보건법령,1,산업안전보건법령상 산업안전보건위원회에 관한 내용으로 옳지 않은 것은?,,사업주는 사업장의 안전 및 보건에 관한 중요 사항을 심의ㆍ의결하기 위하여 사업장에 근로자위원과 사용자위원이 같은 수로 구성되는 산업안전보건위원회를 구성ㆍ운영하여야 한다.,사업주는 공정안전보고서를 작성할 때 산업안전보건위원회가 설치되어 있지 아니한 사업장의 경우에는 근로자대표의 의견을 들어야 한다.,산업안전보건위원회의 회의는 근로자위원 및 사용자위원 각 과반수의 출석으로 개의(開議)하고 출석위원 과반수의 찬성으로 의결한다.,사업주는 산업안전보건위원회 또는 근로자대표가 요구하면 작업환경측정 결과에 대한 설명회 등을 개최하여야 한다.,사업주는 산업안전보건위원회가 요구할 때에는 개별 근로자의 건강진단 결과를 본인의 동의가 없어도 공개할 수 있다.,5
산업안전지도사,2024,1,산업안전보건법령,2,산업안전보건법령상 산업재해 발생에 관한 설명으로 옳지 않은 것은?,,고용노동부장관은 산업재해로 인한 사망자가 연간 2명 이상 발생한 사업장의 경우 산업재해를 예방하기 위하여 산업재해발생건수등을 공표하여야 한다.,중대재해가 발생한 사실을 알게 된 사업주가 사업장 소재지를 관할하는 지방고용노동관서의 장에게 보고하는 방법에는 전화ㆍ팩스가 포함된다.,"사업주는 산업재해조사표에 근로자대표의 확인을 받아야 하지만, 근로자대표가 없는 경우에는 재해자 본인의 확인을 받아 산업재해조사표를 제출할 수 있다.",고용노동부장관은 중대재해가 발생하였을 때에는 그 원인 규명 또는 산업재해 예방대책 수립을 위하여 그 발생 원인을 조사할 수 있다.,사업주는 산업재해로 사망자가 발생한 경우에는 지체 없이 산업재해조사표를 작성하여 한국산업안전보건공단에 제출해야 한다.,5
산업안전지도사,2024,1,산업안전보건법령,3,산업안전보건법령상 상시근로자 수가 200명인 경우에 안전보건관리규정을 작성해야 하는 사업의 종류에 해당하는 것은?,,농업,정보서비스업,부동산 임대업,금융 및 보험업,사업지원 서비스업,3
산업안전지도사,2024,1,산업안전보건법령,4,"산업안전보건법령상 근로자의 안전 및 보건에 유해하거나 위험한 작업으로서 사업주가 이를 도급하여 자신의 사업장에서 수급인의 근로자가 그 작업을 하도록 해서는 아니 되는 작업을 모두 고른 것은? (단, 제시된 내용 외의 다른 상황은 고려하지 않음)\nㄱ. 도금작업\nㄴ. 수은을 제련, 주입, 가공 및 가열하는 작업\nㄷ. 카드뮴을 제련, 주입, 가공 및 가열하는 작업\nㄹ. 망간을 제련, 주입, 가공 및 가열하는 작업",,ㄱ,ㄹ,"ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",3
산업안전지도사,2024,1,산업안전보건법령,5,산업안전보건법령상 안전보건표지에 관한 설명으로 옳은 것은?,,"지시표지의 색채는 바탕은 파란색, 관련 그림은 흰색으로 한다.","방사성물질 경고의 경고표지는 바탕은 무색, 기본모형은 빨간색으로 한다.",안전보건표지의 성질상 설치하거나 부착하는 것이 곤란한 경우에도 해당 물체에 직접 도색할 수 없다.,「외국인근로자의 고용 등에 관한 법률」 제2조에 따른 외국인근로자를 사용하는 사업주는 안전보건표지를 고용노동부장관이 정하는 바에 따라 해당 외국인근로자의 모국어와 영어로 작성하여야 한다.,"안전보건표지의 표시를 명확히 하기 위하여 필요한 경우에는 그 안전보건표지의 주위에 표시사항을 글자로 덧붙여 적을 수 있으며, 이 경우 그 글자는 검정색 바탕에 노란색 한글고딕체로 표기해야 한다.",1
산업안전지도사,2024,1,산업안전보건법령,6,산업안전보건법령상 안전보건관리책임자에 관한 설명으로 옳지 않은 것은?,,안전보건관리책임자는 안전관리자와 보건관리자를 지휘ㆍ감독한다.,사업주가 안전보건관리책임자에게 총괄하여 관리하도록 하여야 하는 사항에는 해당 사업장의 「산업안전보건법」 제36조(위험성평가의 실시)에 따른 위험성평가가 포함된다.,상시 근로자 수가 100명인 1차 금속 제조업의 사업장에는 안전보건관리책임자를 두어야 한다.,건설업의 경우 공사금액이 10억원인 사업장에는 안전보건관리책임자를 두어야 한다.,사업주는 안전보건관리책임자의 선임에 관한 서류를 3년 동안 보존하여야 한다.,4
산업안전지도사,2024,1,산업안전보건법령,7,산업안전보건법령상 안전관리자 및 보건관리자 등에 관한 설명으로 옳지 않은 것은?,,지방고용노동관서의 장은 보건관리자가 질병으로 1개월 이상 직무를 수행할 수 없게 된 경우에는 사업주에게 보건관리자를 정수 이상으로 증원하게 할 것을 명할 수 있다.,건설업을 제외한 사업으로서 상시근로자 300명 미만을 사용하는 사업장의 사업주는 안전관리전문기관에 안전관리자의 업무를 위탁할 수 있다.,전기장비 제조업 중 상시근로자 300명 이상을 사용하는 사업장의 사업주는 보건관리자에게 보건관리자의 업무만을 전담하도록 하여야 한다.,식료품 제조업 중 상시근로자 300명 이상을 사용하는 사업장의 사업주는 안전관리자에게 안전관리자의 업무만을 전담하도록 하여야 한다.,안전관리자의 보건관리자가 수행하는 업무에는 산업안전보건위원회 또는 안전 및 보건에 관한 노사협의체에서 심의ㆍ의결한 업무도 포함된다.,1
산업안전지도사,2024,1,산업안전보건법령,8,산업안전보건법령상 관계수급인 근로자가 도급인의 사업장에서 작업을 하는 경우 도급인이 이행해야 하는 사항에 해당하는 것을 모두 고른 것은?\nㄱ. 작업장 순회점검\nㄴ. 관계수급인이 「산업안전보건법」 제29조(근로자에 대한 안전보건교육) 제1항에 따라 근로자에게 정기적으로 하는 안전보건교육을 위한 장소 및 자료의 제공 등 지원\nㄷ. 도급인과 수급인을 구성원으로 하는 안전 및 보건에 관한 협의체의 구성 및 운영\nㄹ. 작업 장소에서 발파작업을 하는 경우에 대비한 경보체계 운영과 대피방법 등 훈련,,ㄱ,"ㄴ, ㄹ","ㄷ, ㄹ","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄷ, ㄹ",5
산업안전지도사,2024,1,산업안전보건법령,9,"산업안전보건법령상 주요 구조 부분을 변경하는 경우 안전인증을 받아야 하는 기계 및 설비에 해당하지 않는 것은? (단, 안전인증을 면제받는 경우는 고려하지 않음)",,원심기,프레스,롤러기,압력용기,고소작업대,1
산업안전지도사,2024,1,산업안전보건법령,10,산업안전보건법령상 용어의 정의로 옳은 것은?,,'작업환경측정'이란 작업환경 실태를 파악하기 위하여 해당 근로자 또는 작업장에 대하여 사업주가 유해인자에 대한 측정계획을 수립한 후 시료(試料)를 채취하고 분석ㆍ평가하는 것을 말한다.,'중대재해'란 근로자가 사망하거나 부상을 입을 수 있는 설비에서의 누출ㆍ화재ㆍ폭발 사고를 말한다.,'건설공사발주자'란 건설공사를 도급하는 자로서 건설공사의 시공을 주도하여 총괄ㆍ관리하는 자를 말한다.,'산업재해'란 근로자가 업무에 관계되는 건설물ㆍ설비ㆍ원재료ㆍ가스ㆍ증기ㆍ분진 등에 의하거나 작업 또는 그 밖의 업무로 인하여 사망 또는 3일 이상의 휴업이 필요한 질병에 걸리는 것을 말한다.,'위험성평가'란 산업재해를 예방하기 위하여 잠재적 위험성을 발견하고 그 개선대책을 수립할 목적으로 조사ㆍ평가하는 것을 말한다.,1
